Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
kif11,Gold@ChemPLP,0.5,13.275,116,6837,35,7.883,0.944,16.843,0.532,22.523,0.116,0.097,13.275,0.85,0.333
kif11,Gold@ChemPLP,1.0,14.296,116,6837,69,16.736,0.949,18.554,0.568,24.256,0.176,0.17,14.296,0.85,0.333
kif11,Gold@ChemPLP,5.0,5.496,116,6837,342,31.888,0.856,5.958,0.614,27.49,0.136,0.117,5.496,0.85,0.333
cdk2,Gold@ChemPLP,0.5,0.0,471,27755,139,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.631,0.108
cdk2,Gold@ChemPLP,1.0,4.765,471,27755,278,22.481,0.836,5.097,0.519,8.087,0.05,0.048,4.765,0.631,0.108
cdk2,Gold@ChemPLP,5.0,1.499,471,27755,1388,35.303,0.602,1.512,0.513,7.495,0.015,0.013,1.499,0.631,0.108
akt1,Gold@ChemPLP,0.5,0.0,292,16176,81,0.0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.0,0.628,0.14
akt1,Gold@ChemPLP,1.0,2.379,292,16176,162,6.957,0.709,2.441,0.507,4.294,0.019,0.018,2.379,0.628,0.14
akt1,Gold@ChemPLP,5.0,3.492,292,16176,809,50.989,0.785,3.659,0.563,17.462,0.078,0.068,3.492,0.628,0.14
igf1r,Gold@ChemPLP,0.5,8.857,147,9044,46,6.622,0.911,10.179,0.52,14.396,0.072,0.061,8.857,0.654,0.174
igf1r,Gold@ChemPLP,1.0,4.769,147,9044,91,7.054,0.836,5.086,0.519,7.752,0.049,0.047,4.769,0.654,0.174
igf1r,Gold@ChemPLP,5.0,3.0,147,9044,453,22.089,0.756,3.103,0.551,15.027,0.059,0.05,3.0,0.654,0.174
adrb2,Gold@ChemPLP,0.5,8.836,231,14649,74,10.31,0.91,10.104,0.52,13.933,0.071,0.06,8.836,0.682,0.217
adrb2,Gold@ChemPLP,1.0,7.137,231,14649,147,16.543,0.888,7.915,0.531,11.254,0.078,0.076,7.137,0.682,0.217
adrb2,Gold@ChemPLP,5.0,3.99,231,14649,733,46.123,0.807,4.191,0.576,19.967,0.087,0.073,3.99,0.682,0.217
egfr,Gold@ChemPLP,0.5,0.0,540,34875,175,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.556,0.059
egfr,Gold@ChemPLP,1.0,2.377,540,34875,349,12.845,0.708,2.43,0.507,3.68,0.017,0.017,2.377,0.556,0.059
egfr,Gold@ChemPLP,5.0,0.997,540,34875,1744,26.917,0.499,0.997,0.5,4.985,-0.0,-0.0,0.997,0.556,0.059
hdac8,Gold@ChemPLP,0.5,0.0,164,10481,53,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.599,0.071
hdac8,Gold@ChemPLP,1.0,2.385,164,10481,105,3.918,0.709,2.438,0.507,3.731,0.018,0.017,2.385,0.599,0.071
hdac8,Gold@ChemPLP,5.0,2.0,164,10481,525,16.43,0.67,2.032,0.525,10.018,0.029,0.024,2.0,0.599,0.071
fgfr1,Gold@ChemPLP,0.5,0.0,129,435,3,0.0,0.0,0.0,0.495,0.0,-0.054,-0.014,0.0,0.704,0.11
fgfr1,Gold@ChemPLP,1.0,4.765,129,435,5,7.066,1.141,-8.113,0.531,141.318,0.264,0.085,4.765,0.704,0.11
fgfr1,Gold@ChemPLP,5.0,3.497,129,435,22,22.816,1.015,-66.32,0.59,103.709,0.374,0.236,3.497,0.704,0.11
braf,Gold@ChemPLP,0.5,4.4,150,9887,50,3.338,0.823,4.643,0.509,6.675,0.03,0.026,4.4,0.546,0.058
braf,Gold@ChemPLP,1.0,2.369,150,9887,99,3.559,0.708,2.42,0.507,3.594,0.017,0.017,2.369,0.546,0.058
braf,Gold@ChemPLP,5.0,0.497,150,9887,495,3.731,0.33,0.493,0.487,2.487,-0.014,-0.012,0.497,0.546,0.058
src,Gold@ChemPLP,0.5,13.275,519,34158,171,34.491,0.942,16.376,0.531,20.17,0.108,0.093,13.275,0.547,0.184
src,Gold@ChemPLP,1.0,7.148,519,34158,342,37.144,0.888,7.897,0.531,10.861,0.077,0.075,7.148,0.547,0.184
src,Gold@ChemPLP,5.0,1.499,519,34158,1708,38.896,0.602,1.51,0.513,7.494,0.014,0.012,1.499,0.547,0.184
pparg,Gold@ChemPLP,0.5,8.93,482,24949,125,21.566,0.914,10.584,0.52,17.253,0.079,0.064,8.93,0.699,0.334
pparg,Gold@ChemPLP,1.0,14.426,482,24949,250,69.676,0.951,19.614,0.569,27.87,0.19,0.18,14.426,0.699,0.334
pparg,Gold@ChemPLP,5.0,6.149,482,24949,1248,148.251,0.872,6.843,0.631,30.758,0.166,0.148,6.149,0.699,0.334
ace,Gold@ChemPLP,0.5,8.857,278,17051,86,12.419,0.911,10.183,0.52,14.441,0.072,0.061,8.857,0.635,0.327
ace,Gold@ChemPLP,1.0,7.154,278,17051,171,19.945,0.888,7.966,0.531,11.664,0.08,0.077,7.154,0.635,0.327
ace,Gold@ChemPLP,5.0,6.5,278,17051,853,90.398,0.877,7.152,0.64,32.517,0.162,0.139,6.5,0.635,0.327
lck,Gold@ChemPLP,0.5,8.843,416,27305,137,18.457,0.91,10.064,0.52,13.472,0.069,0.06,8.843,0.62,0.207
lck,Gold@ChemPLP,1.0,7.142,416,27305,274,29.815,0.888,7.892,0.531,10.882,0.077,0.075,7.142,0.62,0.207
lck,Gold@ChemPLP,5.0,2.995,416,27305,1366,62.334,0.756,3.091,0.551,14.984,0.057,0.048,2.995,0.62,0.207
ppara,LeDock,0.5,0.0,371,16295,82,0.0,0.0,0.0,0.497,0.0,-0.011,-0.008,0.0,0.515,0.0
ppara,LeDock,1.0,0.0,371,16295,163,0.0,0.0,0.0,0.495,0.0,-0.015,-0.014,0.0,0.515,0.0
ppara,LeDock,5.0,0.0,371,16295,815,0.0,0.0,0.0,0.474,0.0,-0.035,-0.032,0.0,0.515,0.0
hdac2,LeDock,0.5,4.429,180,10352,52,4.004,0.825,4.715,0.509,7.7,0.032,0.027,4.429,0.731,0.115
hdac2,LeDock,1.0,2.385,180,10352,104,4.312,0.71,2.445,0.507,4.146,0.019,0.018,2.385,0.731,0.115
hdac2,LeDock,5.0,5.0,180,10352,518,45.035,0.843,5.381,0.602,25.019,0.122,0.106,5.0,0.731,0.115
inha,LeDock,0.5,4.429,43,2329,12,0.981,0.826,4.734,0.509,8.176,0.034,0.028,4.429,0.419,0.085
inha,LeDock,1.0,4.769,43,2329,24,2.113,0.837,5.133,0.52,8.805,0.053,0.051,4.769,0.419,0.085
inha,LeDock,5.0,1.0,43,2329,117,2.16,0.5,1.0,0.5,5.024,0.0,0.0,1.0,0.419,0.085
kif11,LeDock,0.5,0.0,116,6837,35,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.64,0.005
kif11,LeDock,1.0,0.0,116,6837,69,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.64,0.005
kif11,LeDock,5.0,1.0,116,6837,342,5.803,0.5,1.0,0.5,5.002,0.0,0.0,1.0,0.64,0.005
cdk2,LeDock,0.5,8.857,471,27755,139,20.892,0.911,10.247,0.52,15.03,0.073,0.061,8.857,0.763,0.273
cdk2,LeDock,1.0,9.538,471,27755,278,44.999,0.918,11.187,0.543,16.187,0.113,0.109,9.538,0.763,0.273
cdk2,LeDock,5.0,6.5,471,27755,1388,153.103,0.878,7.182,0.64,32.506,0.166,0.143,6.5,0.763,0.273
akt1,LeDock,0.5,13.286,292,16176,81,19.426,0.945,17.162,0.531,23.983,0.118,0.097,13.286,0.765,0.303
akt1,LeDock,1.0,11.923,292,16176,162,34.867,0.937,14.919,0.556,21.523,0.149,0.143,11.923,0.765,0.303
akt1,LeDock,5.0,5.5,292,16176,809,80.32,0.857,5.996,0.615,27.507,0.14,0.123,5.5,0.765,0.303
igf1r,LeDock,0.5,8.857,147,9044,46,6.622,0.911,10.179,0.52,14.396,0.072,0.061,8.857,0.711,0.287
igf1r,LeDock,1.0,9.538,147,9044,91,14.108,0.917,11.105,0.544,15.504,0.111,0.107,9.538,0.711,0.287
igf1r,LeDock,5.0,5.0,147,9044,453,36.815,0.843,5.354,0.602,25.044,0.118,0.101,5.0,0.711,0.287
adrb2,LeDock,0.5,4.429,231,14649,74,5.168,0.824,4.686,0.509,6.983,0.031,0.026,4.429,0.631,0.112
adrb2,LeDock,1.0,2.385,231,14649,147,5.528,0.709,2.439,0.507,3.76,0.018,0.017,2.385,0.631,0.112
adrb2,LeDock,5.0,3.0,231,14649,733,34.676,0.756,3.099,0.551,15.011,0.058,0.049,3.0,0.631,0.112
egfr,LeDock,0.5,22.143,540,34875,175,60.0,0.971,33.174,0.554,34.286,0.188,0.161,22.143,0.727,0.404
egfr,LeDock,1.0,14.308,540,34875,349,77.317,0.948,18.095,0.568,22.154,0.168,0.164,14.308,0.727,0.404
egfr,LeDock,5.0,5.5,540,34875,1744,148.521,0.855,5.919,0.614,27.504,0.129,0.109,5.5,0.727,0.404
hdac8,LeDock,0.5,0.0,164,10481,53,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.547,0.0
hdac8,LeDock,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.547,0.0
hdac8,LeDock,5.0,0.0,164,10481,525,0.0,0.0,0.0,0.475,0.0,-0.029,-0.024,0.0,0.547,0.0
fgfr1,LeDock,0.5,13.286,129,435,3,11.82,1.459,-3.179,0.56,393.99,0.665,0.168,13.286,0.796,0.359
fgfr1,LeDock,1.0,14.308,129,435,5,21.215,1.475,-3.104,0.609,424.297,0.932,0.301,14.308,0.796,0.359
fgfr1,LeDock,5.0,5.5,129,435,22,35.883,1.195,-6.131,0.662,163.103,0.674,0.426,5.5,0.796,0.359
braf,LeDock,0.5,4.429,150,9887,50,3.359,0.824,4.676,0.509,6.719,0.03,0.026,4.429,0.721,0.079
braf,LeDock,1.0,2.385,150,9887,99,3.582,0.709,2.437,0.507,3.618,0.017,0.017,2.385,0.721,0.079
braf,LeDock,5.0,2.0,150,9887,495,15.02,0.67,2.031,0.525,10.013,0.028,0.024,2.0,0.721,0.079
src,LeDock,0.5,8.857,519,34158,171,23.013,0.91,10.079,0.52,13.458,0.069,0.06,8.857,0.7,0.195
src,LeDock,1.0,7.154,519,34158,342,37.174,0.888,7.904,0.531,10.87,0.077,0.075,7.154,0.7,0.195
src,LeDock,5.0,3.5,519,34158,1708,90.83,0.785,3.64,0.563,17.501,0.071,0.06,3.5,0.7,0.195
pparg,LeDock,0.5,0.0,482,24949,125,0.0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.0,0.572,0.009
pparg,LeDock,1.0,0.0,482,24949,250,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.572,0.009
pparg,LeDock,5.0,1.0,482,24949,1248,24.111,0.5,1.0,0.5,5.002,0.0,0.0,1.0,0.572,0.009
ace,LeDock,0.5,0.0,278,17051,86,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.287,0.003
ace,LeDock,1.0,0.0,278,17051,171,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.287,0.003
ace,LeDock,5.0,0.5,278,17051,853,6.954,0.332,0.496,0.487,2.501,-0.015,-0.013,0.5,0.287,0.003
lck,LeDock,0.5,0.0,416,27305,137,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.675,0.092
lck,LeDock,1.0,2.385,416,27305,274,9.955,0.709,2.437,0.507,3.633,0.017,0.017,2.385,0.675,0.092
lck,LeDock,5.0,3.5,416,27305,1366,72.84,0.785,3.641,0.564,17.51,0.071,0.06,3.5,0.675,0.092
lck,Surflex,0.5,8.857,416,27305,137,18.487,0.91,10.083,0.52,13.494,0.069,0.06,8.857,0.694,0.274
lck,Surflex,1.0,7.154,416,27305,274,29.864,0.888,7.907,0.531,10.899,0.077,0.075,7.154,0.694,0.274
lck,Surflex,5.0,4.5,416,27305,1366,93.651,0.826,4.758,0.589,22.512,0.1,0.084,4.5,0.694,0.274
adrb2,Surflex,0.5,8.857,231,14649,74,10.335,0.91,10.133,0.52,13.967,0.071,0.061,8.857,0.863,0.301
adrb2,Surflex,1.0,11.923,231,14649,147,27.638,0.935,14.452,0.556,18.801,0.139,0.136,11.923,0.863,0.301
adrb2,Surflex,5.0,5.0,231,14649,733,57.793,0.842,5.342,0.602,25.019,0.116,0.098,5.0,0.863,0.301
ace,Surflex,0.5,4.429,278,17051,86,6.21,0.824,4.695,0.509,7.22,0.031,0.027,4.429,0.704,0.243
ace,Surflex,1.0,9.538,278,17051,171,26.593,0.917,11.111,0.544,15.552,0.111,0.107,9.538,0.704,0.243
ace,Surflex,5.0,5.5,278,17051,853,76.49,0.856,5.943,0.614,27.515,0.133,0.113,5.5,0.704,0.243
egfr,Surflex,0.5,4.429,540,34875,175,12.0,0.824,4.681,0.509,6.857,0.031,0.026,4.429,0.578,0.121
egfr,Surflex,1.0,4.769,540,34875,349,25.772,0.835,5.07,0.519,7.385,0.048,0.046,4.769,0.578,0.121
egfr,Surflex,5.0,2.0,540,34875,1744,54.008,0.67,2.032,0.525,10.001,0.029,0.024,2.0,0.578,0.121
braf,Surflex,0.5,0.0,150,9887,50,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.626,0.033
braf,Surflex,1.0,0.0,150,9887,99,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.626,0.033
braf,Surflex,5.0,1.0,150,9887,495,7.51,0.5,1.0,0.5,5.007,0.0,0.0,1.0,0.626,0.033
inha,Surflex,0.5,13.286,43,2329,12,2.944,0.945,17.279,0.532,24.529,0.121,0.1,13.286,0.607,0.246
inha,Surflex,1.0,9.538,43,2329,24,4.227,0.919,11.364,0.545,17.611,0.119,0.114,9.538,0.607,0.246
inha,Surflex,5.0,4.5,43,2329,117,9.721,0.828,4.817,0.59,22.606,0.11,0.097,4.5,0.607,0.246
igf1r,Surflex,0.5,0.0,147,9044,46,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.586,0.021
igf1r,Surflex,1.0,0.0,147,9044,91,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.586,0.021
igf1r,Surflex,5.0,0.5,147,9044,453,3.682,0.332,0.496,0.487,2.504,-0.015,-0.013,0.5,0.586,0.021
akt1,Surflex,0.5,17.714,292,16176,81,25.901,0.962,25.571,0.543,31.977,0.161,0.132,17.714,0.679,0.358
akt1,Surflex,1.0,11.923,292,16176,162,34.867,0.937,14.919,0.556,21.523,0.149,0.143,11.923,0.679,0.358
akt1,Surflex,5.0,5.5,292,16176,809,80.32,0.857,5.996,0.615,27.507,0.14,0.123,5.5,0.679,0.358
fgfr1,Surflex,0.5,4.429,129,435,3,3.94,1.112,-9.943,0.517,131.33,0.186,0.047,4.429,0.73,0.137
fgfr1,Surflex,1.0,4.769,129,435,5,7.072,1.141,-8.097,0.531,141.432,0.264,0.085,4.769,0.73,0.137
fgfr1,Surflex,5.0,3.5,129,435,22,22.834,1.016,-64.909,0.59,103.793,0.375,0.236,3.5,0.73,0.137
cdk2,Surflex,0.5,8.857,471,27755,139,20.892,0.911,10.247,0.52,15.03,0.073,0.061,8.857,0.659,0.179
cdk2,Surflex,1.0,4.769,471,27755,278,22.499,0.836,5.101,0.519,8.093,0.05,0.048,4.769,0.659,0.179
cdk2,Surflex,5.0,4.0,471,27755,1388,94.217,0.808,4.218,0.576,20.004,0.09,0.078,4.0,0.659,0.179
src,Surflex,0.5,13.286,519,34158,171,34.519,0.943,16.393,0.531,20.186,0.108,0.093,13.286,0.586,0.226
src,Surflex,1.0,7.154,519,34158,342,37.174,0.888,7.904,0.531,10.87,0.077,0.075,7.154,0.586,0.226
src,Surflex,5.0,3.0,519,34158,1708,77.855,0.756,3.096,0.551,15.001,0.057,0.048,3.0,0.586,0.226
pparg,Surflex,0.5,13.286,482,24949,125,32.084,0.946,17.528,0.531,25.667,0.122,0.099,13.286,0.673,0.331
pparg,Surflex,1.0,9.538,482,24949,250,46.069,0.92,11.467,0.544,18.428,0.121,0.114,9.538,0.673,0.331
pparg,Surflex,5.0,5.0,482,24949,1248,120.553,0.844,5.428,0.602,25.011,0.129,0.115,5.0,0.673,0.331
kif11,Surflex,0.5,8.857,116,6837,35,5.26,0.911,10.247,0.52,15.027,0.074,0.062,8.857,0.799,0.219
kif11,Surflex,1.0,9.538,116,6837,69,11.167,0.918,11.187,0.544,16.183,0.113,0.109,9.538,0.799,0.219
kif11,Surflex,5.0,3.0,116,6837,342,17.408,0.757,3.107,0.551,15.007,0.06,0.052,3.0,0.799,0.219
hdac8,Surflex,0.5,4.429,164,10481,53,3.673,0.824,4.684,0.509,6.93,0.031,0.026,4.429,0.572,0.145
hdac8,Surflex,1.0,7.154,164,10481,105,11.754,0.888,7.93,0.531,11.194,0.078,0.076,7.154,0.572,0.145
hdac8,Surflex,5.0,2.0,164,10481,525,16.43,0.67,2.032,0.525,10.018,0.029,0.024,2.0,0.572,0.145
ppara,Surflex,0.5,13.286,371,16295,82,24.804,0.949,18.614,0.532,30.249,0.133,0.102,13.286,0.78,0.219
ppara,Surflex,1.0,7.154,371,16295,163,26.549,0.893,8.351,0.531,16.288,0.094,0.087,7.154,0.78,0.219
ppara,Surflex,5.0,4.0,371,16295,815,74.223,0.811,4.301,0.577,20.006,0.105,0.097,4.0,0.78,0.219
hdac2,Surflex,0.5,17.714,180,10352,52,16.017,0.962,25.154,0.543,30.802,0.158,0.131,17.714,0.766,0.417
hdac2,Surflex,1.0,16.692,180,10352,104,30.185,0.959,23.109,0.58,29.024,0.21,0.202,16.692,0.766,0.417
hdac2,Surflex,5.0,5.5,180,10352,518,49.538,0.857,5.976,0.615,27.521,0.137,0.119,5.5,0.766,0.417
lck,AutoDock Vina,0.5,10.157,416,27305,137,21.2,0.922,11.833,0.523,15.474,0.081,0.07,10.157,0.592,0.199
lck,AutoDock Vina,1.0,5.078,416,27305,274,21.198,0.844,5.42,0.521,7.736,0.051,0.05,5.078,0.592,0.199
lck,AutoDock Vina,5.0,2.344,416,27305,1366,48.782,0.705,2.394,0.534,11.726,0.038,0.032,2.344,0.592,0.199
src,AutoDock Vina,0.5,0.0,519,34158,171,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.484,0.0
src,AutoDock Vina,1.0,0.0,519,34158,342,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.484,0.0
src,AutoDock Vina,5.0,0.0,519,34158,1708,0.0,0.0,0.0,0.475,0.0,-0.028,-0.024,0.0,0.484,0.0
akt1,AutoDock Vina,0.5,0.0,292,16176,81,0.0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.0,0.475,0.001
akt1,AutoDock Vina,1.0,0.0,292,16176,162,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.475,0.001
akt1,AutoDock Vina,5.0,0.0,292,16176,809,0.0,0.0,0.0,0.475,0.0,-0.031,-0.027,0.0,0.475,0.001
igf1r,AutoDock Vina,0.5,13.333,147,9044,46,9.969,0.944,16.745,0.532,21.671,0.113,0.096,13.333,0.662,0.219
igf1r,AutoDock Vina,1.0,6.667,147,9044,91,9.861,0.88,7.356,0.529,10.836,0.073,0.071,6.667,0.662,0.219
igf1r,AutoDock Vina,5.0,3.077,147,9044,453,22.656,0.761,3.186,0.553,15.412,0.061,0.052,3.077,0.662,0.219
braf,AutoDock Vina,0.5,13.321,150,9887,50,10.105,0.943,16.442,0.532,20.21,0.109,0.094,13.321,0.716,0.278
braf,AutoDock Vina,1.0,6.661,150,9887,99,10.005,0.879,7.297,0.529,10.106,0.071,0.069,6.661,0.716,0.278
braf,AutoDock Vina,5.0,2.805,150,9887,495,21.065,0.743,2.885,0.546,14.043,0.051,0.043,2.805,0.716,0.278
pparg,AutoDock Vina,0.5,0.0,482,24949,125,0.0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.0,0.776,0.129
pparg,AutoDock Vina,1.0,6.862,482,24949,250,33.142,0.886,7.758,0.53,13.257,0.083,0.078,6.862,0.776,0.129
pparg,AutoDock Vina,5.0,1.492,482,24949,1248,35.973,0.601,1.507,0.513,7.463,0.016,0.014,1.492,0.776,0.129
cdk2,AutoDock Vina,0.5,0.0,471,27755,139,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.574,0.0
cdk2,AutoDock Vina,1.0,0.0,471,27755,278,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.574,0.0
cdk2,AutoDock Vina,5.0,0.0,471,27755,1388,0.0,0.0,0.0,0.475,0.0,-0.03,-0.026,0.0,0.574,0.0
hdac8,AutoDock Vina,0.5,0.0,164,10481,53,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.633,0.015
hdac8,AutoDock Vina,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.633,0.015
hdac8,AutoDock Vina,5.0,2.216,164,10481,525,18.204,0.693,2.26,0.531,11.1,0.035,0.03,2.216,0.633,0.015
egfr,AutoDock Vina,0.5,0.0,540,34875,175,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.524,0.106
egfr,AutoDock Vina,1.0,0.0,540,34875,349,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.524,0.106
egfr,AutoDock Vina,5.0,2.024,540,34875,1744,54.656,0.673,2.057,0.526,10.121,0.029,0.025,2.024,0.524,0.106
hdac2,AutoDock Vina,0.5,0.0,180,10352,52,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.691,0.241
hdac2,AutoDock Vina,1.0,11.893,180,10352,104,21.507,0.936,14.733,0.556,20.679,0.146,0.141,11.893,0.691,0.241
hdac2,AutoDock Vina,5.0,8.395,180,10352,518,75.613,0.906,9.659,0.688,42.007,0.226,0.196,8.395,0.691,0.241
adrb2,AutoDock Vina,0.5,0.0,231,14649,74,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.717,0.008
adrb2,AutoDock Vina,1.0,0.0,231,14649,147,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.717,0.008
adrb2,AutoDock Vina,5.0,2.381,231,14649,733,27.521,0.709,2.435,0.535,11.914,0.04,0.034,2.381,0.717,0.008
ppara,AutoDock Vina,0.5,0.0,371,16295,82,0.0,0.0,0.0,0.497,0.0,-0.011,-0.008,0.0,0.847,0.045
ppara,AutoDock Vina,1.0,0.0,371,16295,163,0.0,0.0,0.0,0.495,0.0,-0.015,-0.014,0.0,0.847,0.045
ppara,AutoDock Vina,5.0,2.987,371,16295,815,55.426,0.758,3.132,0.551,14.94,0.07,0.064,2.987,0.847,0.045
fgfr1,AutoDock Vina,0.5,0.0,129,435,3,0.0,0.0,0.0,0.495,0.0,-0.054,-0.014,0.0,0.564,0.002
fgfr1,AutoDock Vina,1.0,0.0,129,435,5,0.0,0.0,0.0,0.492,0.0,-0.07,-0.023,0.0,0.564,0.002
fgfr1,AutoDock Vina,5.0,0.0,129,435,22,0.0,0.0,0.0,0.464,0.0,-0.15,-0.095,0.0,0.564,0.002
inha,AutoDock Vina,0.5,38.75,43,2329,12,8.585,0.993,133.659,0.599,71.544,0.373,0.307,38.75,0.666,0.601
inha,AutoDock Vina,1.0,19.375,43,2329,24,8.585,0.967,29.609,0.596,35.772,0.257,0.246,19.375,0.666,0.601
inha,AutoDock Vina,5.0,4.844,43,2329,117,10.464,0.839,5.222,0.598,24.334,0.121,0.107,4.844,0.666,0.601
kif11,AutoDock Vina,0.5,0.0,116,6837,35,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.895,0.052
kif11,AutoDock Vina,1.0,0.0,116,6837,69,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.895,0.052
kif11,AutoDock Vina,5.0,3.705,116,6837,342,21.498,0.795,3.886,0.569,18.533,0.082,0.07,3.705,0.895,0.052
ace,AutoDock Vina,0.5,0.0,278,17051,86,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.327,0.038
ace,AutoDock Vina,1.0,0.0,278,17051,171,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.327,0.038
ace,AutoDock Vina,5.0,1.111,278,17051,853,15.451,0.527,1.113,0.503,5.558,0.003,0.003,1.111,0.327,0.038
lck,TankBind,0.5,0.0,416,27305,137,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.597,0.005
lck,TankBind,1.0,0.0,416,27305,274,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.597,0.005
lck,TankBind,5.0,0.502,416,27305,1366,10.44,0.332,0.498,0.487,2.51,-0.014,-0.012,0.502,0.597,0.005
hdac2,TankBind,0.5,0.0,180,10352,52,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.584,0.017
hdac2,TankBind,1.0,0.0,180,10352,104,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.584,0.017
hdac2,TankBind,5.0,1.518,180,10352,518,13.668,0.605,1.532,0.513,7.593,0.016,0.014,1.518,0.584,0.017
braf,TankBind,0.5,5.042,150,9887,50,3.824,0.843,5.376,0.51,7.649,0.036,0.031,5.042,0.889,0.272
braf,TankBind,1.0,7.562,150,9887,99,11.359,0.894,8.413,0.533,11.473,0.082,0.08,7.562,0.889,0.272
braf,TankBind,5.0,6.05,150,9887,495,45.435,0.868,6.56,0.628,30.29,0.144,0.12,6.05,0.889,0.272
kif11,TankBind,0.5,5.038,116,6837,35,2.991,0.844,5.415,0.511,8.547,0.038,0.032,5.037,0.668,0.144
kif11,TankBind,1.0,5.038,116,6837,69,5.897,0.844,5.415,0.521,8.547,0.054,0.052,5.037,0.668,0.144
kif11,TankBind,5.0,2.519,116,6837,342,14.615,0.721,2.587,0.539,12.599,0.046,0.039,2.519,0.668,0.144
adrb2,TankBind,0.5,0.0,231,14649,74,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.487,0.063
adrb2,TankBind,1.0,0.0,231,14649,147,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.487,0.063
adrb2,TankBind,5.0,2.524,231,14649,733,29.176,0.721,2.587,0.539,12.63,0.044,0.037,2.524,0.487,0.063
cdk2,TankBind,0.5,0.0,471,27755,139,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.581,0.03
cdk2,TankBind,1.0,0.0,471,27755,278,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.581,0.03
cdk2,TankBind,5.0,1.014,471,27755,1388,23.874,0.503,1.014,0.5,5.069,0.0,0.0,1.014,0.581,0.03
pparg,TankBind,0.5,0.0,482,24949,125,0.0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.0,0.437,0.003
pparg,TankBind,1.0,0.0,482,24949,250,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.437,0.003
pparg,TankBind,5.0,0.5,482,24949,1248,12.055,0.331,0.495,0.487,2.501,-0.016,-0.014,0.5,0.437,0.003
src,TankBind,0.5,0.0,519,34158,171,0.0,0.0,0.0,0.497,0.0,-0.009,-0.008,0.0,0.514,0.019
src,TankBind,1.0,0.0,519,34158,342,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.514,0.019
src,TankBind,5.0,2.02,519,34158,1708,52.422,0.672,2.052,0.526,10.101,0.029,0.024,2.02,0.514,0.019
ace,TankBind,0.5,10.292,278,17051,86,14.43,0.924,12.165,0.524,16.78,0.085,0.072,10.292,0.906,0.395
