Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
parp-1,Glide@SP,5.0,11.368,40,1240,62,22.736,0.946,17.372,0.768,56.84,0.434,0.423,11.368,0.891,0.761
jnk1,Glide@SP,0.5,5.25,40,1240,7,1.185,0.859,6.117,0.512,16.935,0.058,0.041,5.25,0.696,0.297
jnk1,Glide@SP,1.0,7.875,40,1240,13,3.302,0.911,10.216,0.537,25.403,0.129,0.111,7.875,0.696,0.297
jnk1,Glide@SP,5.0,6.3,40,1240,62,12.6,0.884,7.652,0.637,31.5,0.222,0.216,6.3,0.696,0.297
adrb2,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.843,0.264
adrb2,Glide@SP,1.0,4.796,40,1240,13,2.011,0.846,5.491,0.521,15.47,0.071,0.061,4.796,0.843,0.264
adrb2,Glide@SP,5.0,7.442,40,1240,62,14.884,0.905,9.477,0.666,37.209,0.27,0.263,7.442,0.843,0.264
hsp90,Glide@SP,0.5,4.336,40,1240,7,0.979,0.83,4.878,0.51,13.986,0.046,0.032,4.336,0.603,0.062
hsp90,Glide@SP,1.0,2.335,40,1240,13,0.979,0.71,2.443,0.507,7.531,0.025,0.021,2.335,0.603,0.062
hsp90,Glide@SP,5.0,0.995,40,1240,62,1.99,0.499,0.995,0.5,4.975,-0.0,-0.0,0.995,0.603,0.062
ts,Glide@SP,0.5,8.714,40,1239,7,1.969,0.921,11.734,0.523,28.133,0.106,0.075,8.714,0.845,0.255
ts,Glide@SP,1.0,7.038,40,1239,13,2.954,0.898,8.814,0.533,22.723,0.114,0.097,7.038,0.845,0.255
ts,Glide@SP,5.0,6.5,40,1239,62,13.01,0.888,7.961,0.642,32.526,0.231,0.225,6.5,0.845,0.255
tpa,Glide@SP,0.5,25.461,40,1240,7,5.749,0.993,137.886,0.571,82.131,0.336,0.237,25.461,0.875,0.739
tpa,Glide@SP,1.0,28.007,40,1240,13,11.745,0.996,280.681,0.646,90.344,0.508,0.434,28.007,0.875,0.739
tpa,Glide@SP,5.0,10.357,40,1240,62,20.714,0.938,15.051,0.742,51.784,0.392,0.382,10.357,0.875,0.739
upa,Glide@SP,0.5,29.9,40,1240,7,6.752,0.999,815.455,0.584,96.452,0.398,0.28,29.9,0.707,0.782
upa,Glide@SP,1.0,29.9,40,1240,13,12.539,0.999,815.455,0.657,96.452,0.543,0.465,29.9,0.707,0.782
upa,Glide@SP,5.0,9.967,40,1240,62,19.933,0.934,14.216,0.732,49.833,0.376,0.366,9.967,0.707,0.782
prkcq,Glide@SP,0.5,21.053,40,1240,7,4.754,0.984,63.492,0.558,67.912,0.276,0.195,21.053,0.878,0.525
prkcq,Glide@SP,1.0,15.789,40,1240,13,6.621,0.969,31.142,0.58,50.934,0.278,0.238,15.789,0.878,0.525
prkcq,Glide@SP,5.0,8.947,40,1240,62,17.895,0.924,12.172,0.705,44.737,0.333,0.324,8.947,0.878,0.525
pde5,Glide@SP,0.5,4.609,40,1240,7,1.041,0.84,5.239,0.511,14.868,0.05,0.035,4.609,0.564,0.141
pde5,Glide@SP,1.0,7.445,40,1240,13,3.122,0.905,9.483,0.535,24.017,0.121,0.104,7.445,0.564,0.141
pde5,Glide@SP,5.0,1.561,40,1240,62,3.122,0.614,1.591,0.514,7.806,0.024,0.023,1.561,0.564,0.141
dhfr,Glide@SP,0.5,4.371,40,1240,7,0.987,0.831,4.925,0.51,14.101,0.046,0.033,4.371,0.686,0.119
dhfr,Glide@SP,1.0,4.708,40,1240,13,1.974,0.843,5.372,0.52,15.186,0.07,0.06,4.708,0.686,0.119
dhfr,Glide@SP,5.0,2.468,40,1240,62,4.935,0.722,2.595,0.538,12.339,0.061,0.06,2.468,0.686,0.119
rock-1,Glide@SP,0.5,12.932,40,1240,7,2.92,0.956,21.473,0.535,41.717,0.164,0.116,12.932,0.622,0.261
rock-1,Glide@SP,1.0,6.963,40,1240,13,2.92,0.897,8.691,0.532,22.463,0.112,0.096,6.963,0.622,0.261
rock-1,Glide@SP,5.0,3.957,40,1240,62,7.915,0.814,4.39,0.576,19.787,0.124,0.121,3.957,0.622,0.261
egfr,Glide@SP,0.5,8.828,40,1240,7,1.993,0.923,11.944,0.523,28.477,0.108,0.076,8.828,0.794,0.207
egfr,Glide@SP,1.0,4.753,40,1240,13,1.993,0.845,5.433,0.52,15.334,0.071,0.06,4.753,0.794,0.207
egfr,Glide@SP,5.0,5.572,40,1240,62,11.143,0.868,6.573,0.618,27.858,0.191,0.187,5.572,0.794,0.207
ctsk,Glide@SP,0.5,4.411,40,1240,7,0.996,0.833,4.976,0.51,14.228,0.047,0.033,4.411,0.743,0.121
ctsk,Glide@SP,1.0,2.375,40,1240,13,0.996,0.713,2.489,0.507,7.661,0.026,0.022,2.375,0.743,0.121
ctsk,Glide@SP,5.0,3.486,40,1240,62,6.972,0.792,3.801,0.564,17.429,0.104,0.101,3.486,0.743,0.121
hdac8,Glide@SP,0.5,4.407,40,1240,7,0.995,0.833,4.972,0.51,14.217,0.047,0.033,4.407,0.654,0.055
hdac8,Glide@SP,1.0,2.373,40,1240,13,0.995,0.713,2.487,0.507,7.655,0.026,0.022,2.373,0.654,0.055
hdac8,Glide@SP,5.0,0.995,40,1240,62,1.99,0.499,0.995,0.5,4.976,-0.0,-0.0,0.995,0.654,0.055
itk,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.688,0.03
itk,Glide@SP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.688,0.03
itk,Glide@SP,5.0,0.998,40,1240,62,1.997,0.5,0.998,0.5,4.992,-0.0,-0.0,0.998,0.688,0.03
pdk1,Glide@SP,0.5,27.203,40,1240,7,6.143,0.995,214.931,0.576,87.752,0.36,0.254,27.203,0.904,0.754
pdk1,Glide@SP,1.0,26.854,40,1240,13,11.261,0.995,194.326,0.64,86.627,0.486,0.416,26.854,0.904,0.754
pdk1,Glide@SP,5.0,11.446,40,1240,62,22.892,0.946,17.561,0.77,57.23,0.438,0.426,11.446,0.904,0.754
p38-alpha,Glide@SP,0.5,13.093,40,1240,7,2.956,0.956,21.935,0.535,42.235,0.166,0.117,13.093,0.741,0.417
p38-alpha,Glide@SP,1.0,9.4,40,1240,13,3.942,0.929,13.056,0.546,30.323,0.158,0.135,9.4,0.741,0.417
p38-alpha,Glide@SP,5.0,7.391,40,1240,62,14.782,0.904,9.392,0.665,36.956,0.268,0.261,7.391,0.741,0.417
er-beta,Glide@SP,0.5,28.586,40,1240,7,6.455,0.997,355.286,0.58,92.214,0.379,0.268,28.586,0.952,0.936
er-beta,Glide@SP,1.0,28.586,40,1240,13,11.988,0.997,355.286,0.649,92.214,0.518,0.444,28.586,0.952,0.936
er-beta,Glide@SP,5.0,15.654,40,1240,62,31.309,0.968,30.603,0.879,78.272,0.614,0.598,15.654,0.952,0.936
ar,Glide@SP,0.5,16.929,40,1240,7,3.823,0.973,36.091,0.546,54.608,0.219,0.155,16.929,0.84,0.671
ar,Glide@SP,1.0,16.122,40,1240,13,6.761,0.97,32.51,0.582,52.008,0.284,0.243,16.122,0.84,0.671
ar,Glide@SP,5.0,9.17,40,1240,62,18.339,0.926,12.601,0.711,45.848,0.342,0.333,9.17,0.84,0.671
pde4b,Glide@SP,0.5,4.4,40,1240,7,0.994,0.832,4.962,0.51,14.194,0.047,0.033,4.4,0.624,0.109
pde4b,Glide@SP,1.0,2.369,40,1240,13,0.994,0.713,2.483,0.507,7.643,0.026,0.022,2.369,0.624,0.109
pde4b,Glide@SP,5.0,2.981,40,1240,62,5.961,0.761,3.191,0.551,14.903,0.083,0.081,2.981,0.624,0.109
fxa,Glide@SP,0.5,25.491,40,1240,7,5.756,0.993,138.829,0.571,82.23,0.337,0.238,25.491,0.874,0.678
fxa,Glide@SP,1.0,22.942,40,1240,13,9.621,0.988,85.418,0.619,74.007,0.412,0.353,22.942,0.874,0.678
fxa,Glide@SP,5.0,9.687,40,1240,62,19.374,0.932,13.635,0.724,48.434,0.364,0.355,9.687,0.874,0.678
17betahsd1,Glide@SP,0.5,8.764,40,1240,7,1.979,0.922,11.825,0.523,28.272,0.107,0.075,8.764,0.704,0.266
17betahsd1,Glide@SP,1.0,9.438,40,1240,13,3.958,0.929,13.132,0.546,30.447,0.159,0.136,9.438,0.704,0.266
17betahsd1,Glide@SP,5.0,4.453,40,1240,62,8.906,0.834,5.032,0.589,22.264,0.145,0.141,4.453,0.704,0.266
jnk3,Glide@SP,0.5,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,4.429,0.715,0.134
jnk3,Glide@SP,1.0,2.385,40,1240,13,1.0,0.714,2.5,0.508,7.692,0.026,0.022,2.385,0.715,0.134
jnk3,Glide@SP,5.0,3.557,40,1240,62,7.115,0.795,3.889,0.566,17.787,0.107,0.104,3.557,0.715,0.134
fgfr1,Glide@SP,0.5,14.738,40,1240,7,3.328,0.965,27.187,0.54,47.54,0.189,0.133,14.738,0.758,0.504
fgfr1,Glide@SP,1.0,14.738,40,1240,13,6.18,0.965,27.187,0.574,47.54,0.258,0.221,14.738,0.758,0.504
fgfr1,Glide@SP,5.0,8.493,40,1240,62,16.986,0.919,11.32,0.694,42.464,0.314,0.306,8.493,0.758,0.504
braf,Glide@SP,0.5,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,4.429,0.713,0.105
braf,Glide@SP,1.0,4.769,40,1240,13,2.0,0.845,5.455,0.52,15.385,0.071,0.061,4.769,0.713,0.105
braf,Glide@SP,5.0,2.541,40,1240,62,5.082,0.728,2.679,0.54,12.705,0.065,0.063,2.541,0.713,0.105
src,Glide@SP,0.5,4.436,40,1240,7,1.002,0.834,5.01,0.51,14.309,0.047,0.033,4.436,0.632,0.134
src,Glide@SP,1.0,2.389,40,1240,13,1.002,0.715,2.504,0.508,7.705,0.026,0.022,2.389,0.632,0.134
src,Glide@SP,5.0,2.545,40,1240,62,5.09,0.729,2.683,0.54,12.726,0.065,0.063,2.545,0.632,0.134
ephb4,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.628,0.015
ephb4,Glide@SP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.628,0.015
ephb4,Glide@SP,5.0,1.493,40,1240,62,2.985,0.603,1.518,0.513,7.463,0.021,0.02,1.493,0.628,0.015
pparg,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.611,0.081
pparg,Glide@SP,1.0,2.375,40,1240,13,0.996,0.713,2.489,0.507,7.661,0.026,0.022,2.375,0.611,0.081
pparg,Glide@SP,5.0,2.5,40,1240,62,5.0,0.725,2.632,0.539,12.5,0.063,0.061,2.5,0.611,0.081
cox2,Glide@SP,0.5,18.486,40,1240,7,4.174,0.978,44.32,0.551,59.634,0.241,0.17,18.486,0.938,0.84
cox2,Glide@SP,1.0,20.541,40,1240,13,8.614,0.983,58.915,0.606,66.26,0.367,0.314,20.541,0.938,0.84
cox2,Glide@SP,5.0,11.823,40,1240,62,23.646,0.949,18.495,0.78,59.114,0.453,0.442,11.823,0.938,0.84
hiv1pr,Glide@SP,0.5,28.17,40,1240,7,6.361,0.997,298.608,0.579,90.871,0.374,0.264,28.17,0.8,0.731
hiv1pr,Glide@SP,1.0,25.281,40,1240,13,10.602,0.993,132.606,0.632,81.551,0.456,0.39,25.281,0.8,0.731
hiv1pr,Glide@SP,5.0,9.698,40,1240,62,19.396,0.932,13.658,0.725,48.489,0.364,0.355,9.698,0.8,0.731
ace,Glide@SP,0.5,26.464,40,1240,7,5.976,0.994,175.039,0.574,85.369,0.35,0.247,26.464,0.882,0.702
ace,Glide@SP,1.0,21.375,40,1240,13,8.964,0.985,66.623,0.61,68.952,0.383,0.328,21.375,0.882,0.702
ace,Glide@SP,5.0,11.952,40,1240,62,23.903,0.95,18.823,0.783,59.758,0.459,0.447,11.952,0.882,0.702
pr,Glide@SP,0.5,4.9,40,1240,7,1.106,0.849,5.632,0.511,15.806,0.054,0.038,4.9,0.776,0.19
pr,Glide@SP,1.0,5.345,40,1240,13,2.242,0.862,6.251,0.524,17.243,0.082,0.07,5.345,0.776,0.19
pr,Glide@SP,5.0,6.219,40,1240,62,12.438,0.883,7.529,0.635,31.096,0.219,0.213,6.219,0.776,0.19
tp,Glide@SP,0.5,10.946,40,1240,7,2.472,0.942,16.375,0.529,35.31,0.137,0.096,10.946,0.642,0.291
tp,Glide@SP,1.0,11.941,40,1240,13,5.008,0.949,18.797,0.559,38.52,0.206,0.176,11.941,0.642,0.291
tp,Glide@SP,5.0,5.151,40,1240,62,10.302,0.857,5.978,0.607,25.756,0.174,0.169,5.151,0.642,0.291
pnp,Glide@SP,0.5,17.614,40,1240,7,3.977,0.975,39.477,0.548,56.82,0.229,0.161,17.614,0.774,0.399
pnp,Glide@SP,1.0,14.227,40,1240,13,5.966,0.962,25.446,0.572,45.893,0.249,0.213,14.227,0.774,0.399
pnp,Glide@SP,5.0,5.469,40,1240,62,10.938,0.865,6.426,0.615,27.345,0.187,0.182,5.469,0.774,0.399
catl,Glide@SP,0.5,4.404,40,1240,7,0.994,0.832,4.967,0.51,14.205,0.047,0.033,4.404,0.689,0.16
catl,Glide@SP,1.0,4.742,40,1240,13,1.989,0.844,5.418,0.52,15.298,0.07,0.06,4.742,0.689,0.16
catl,Glide@SP,5.0,2.486,40,1240,62,4.972,0.723,2.615,0.538,12.429,0.062,0.061,2.486,0.689,0.16
gr,Glide@SP,0.5,4.368,40,1240,7,0.986,0.831,4.92,0.51,14.09,0.046,0.033,4.368,0.547,0.09
gr,Glide@SP,1.0,2.352,40,1240,13,0.986,0.711,2.463,0.507,7.587,0.025,0.022,2.352,0.547,0.09
gr,Glide@SP,5.0,1.479,40,1240,62,2.959,0.601,1.503,0.512,7.397,0.02,0.02,1.479,0.547,0.09
jnk2,Glide@SP,0.5,25.021,40,1240,7,5.65,0.992,125.554,0.57,80.714,0.33,0.233,25.021,0.556,0.387
jnk2,Glide@SP,1.0,12.511,40,1240,13,5.246,0.953,20.299,0.562,40.357,0.216,0.185,12.511,0.556,0.387
jnk2,Glide@SP,5.0,3.562,40,1240,62,7.125,0.796,3.895,0.566,17.812,0.107,0.105,3.562,0.556,0.387
cox1,Glide@SP,0.5,23.932,40,1240,7,5.404,0.99,101.572,0.567,77.199,0.315,0.222,23.932,0.748,0.427
cox1,Glide@SP,1.0,11.966,40,1240,13,5.018,0.95,18.859,0.559,38.599,0.206,0.176,11.966,0.748,0.427
cox1,Glide@SP,5.0,6.154,40,1240,62,12.308,0.881,7.43,0.633,30.769,0.216,0.21,6.154,0.748,0.427
qpct,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.456,0.0
qpct,Glide@SP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.456,0.0
qpct,Glide@SP,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.456,0.0
vegfr1,Glide@SP,0.5,9.982,40,1240,7,2.254,0.934,14.249,0.526,32.201,0.124,0.087,9.982,0.734,0.425
vegfr1,Glide@SP,1.0,14.974,40,1240,13,6.279,0.966,28.03,0.576,48.302,0.263,0.225,14.974,0.734,0.425
vegfr1,Glide@SP,5.0,6.83,40,1240,62,13.66,0.894,8.478,0.651,34.151,0.244,0.238,6.83,0.734,0.425
ace2,Glide@SP,0.5,13.275,40,1240,7,2.998,0.957,22.468,0.536,42.823,0.169,0.119,13.275,0.838,0.365
ace2,Glide@SP,1.0,7.148,40,1240,13,2.998,0.9,8.991,0.533,23.058,0.116,0.099,7.148,0.838,0.365
ace2,Glide@SP,5.0,8.993,40,1240,62,17.985,0.925,12.259,0.706,44.964,0.335,0.326,8.993,0.838,0.365
mdm2,Glide@SP,0.5,14.975,40,1240,7,3.381,0.966,28.034,0.541,48.306,0.192,0.136,14.975,0.587,0.221
mdm2,Glide@SP,1.0,7.488,40,1240,13,3.14,0.905,9.553,0.535,24.153,0.122,0.104,7.488,0.587,0.221
mdm2,Glide@SP,5.0,2.995,40,1240,62,5.99,0.762,3.208,0.552,14.975,0.084,0.081,2.995,0.587,0.221
alr2,Glide@SP,0.5,13.136,40,1240,7,2.966,0.957,22.059,0.535,42.373,0.167,0.118,13.136,0.674,0.206
alr2,Glide@SP,1.0,7.073,40,1240,13,2.966,0.899,8.868,0.533,22.816,0.114,0.098,7.073,0.674,0.206
alr2,Glide@SP,5.0,4.449,40,1240,62,8.898,0.834,5.027,0.589,22.246,0.144,0.141,4.449,0.674,0.206
11betahsd1,Glide@SP,0.5,5.03,40,1240,7,1.136,0.853,5.81,0.512,16.226,0.055,0.039,5.03,0.678,0.105
11betahsd1,Glide@SP,1.0,2.515,40,1240,13,1.055,0.726,2.649,0.508,8.113,0.028,0.024,2.515,0.678,0.105
11betahsd1,Glide@SP,5.0,2.046,40,1240,62,4.092,0.679,2.12,0.527,10.23,0.044,0.043,2.046,0.678,0.105
erbb2,Glide@SP,0.5,24.667,40,1240,7,5.57,0.992,116.842,0.569,79.57,0.326,0.23,24.667,0.96,0.888
erbb2,Glide@SP,1.0,27.133,40,1240,13,11.378,0.995,210.517,0.642,87.527,0.491,0.42,27.133,0.96,0.888
erbb2,Glide@SP,5.0,14.307,40,1240,62,28.613,0.963,25.711,0.844,71.533,0.557,0.543,14.307,0.96,0.888
cyp2a6,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.763,0.264
cyp2a6,Glide@SP,1.0,2.775,40,1240,13,1.164,0.747,2.949,0.51,8.951,0.033,0.029,2.775,0.763,0.264
cyp2a6,Glide@SP,5.0,6.659,40,1240,62,13.319,0.891,8.208,0.646,33.296,0.237,0.231,6.659,0.763,0.264
mmp2,Glide@SP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.588,0.03
mmp2,Glide@SP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.588,0.03
mmp2,Glide@SP,5.0,0.99,40,1240,62,1.981,0.497,0.99,0.5,4.952,-0.0,-0.0,0.99,0.588,0.03
bcl2,Glide@SP,0.5,8.736,40,1240,7,1.973,0.922,11.771,0.523,28.18,0.106,0.075,8.736,0.758,0.249
bcl2,Glide@SP,1.0,9.408,40,1240,13,3.945,0.929,13.071,0.546,30.347,0.158,0.135,9.408,0.758,0.249
bcl2,Glide@SP,5.0,4.931,40,1240,62,9.863,0.85,5.675,0.602,24.657,0.165,0.16,4.931,0.758,0.249
pygl-out,Glide@SP,0.5,30.9,40,1240,7,6.977,1.0,9270.0,0.587,99.677,0.411,0.29,30.9,0.767,0.824
pygl-out,Glide@SP,1.0,28.523,40,1240,13,11.961,0.997,345.466,0.649,92.01,0.517,0.443,28.523,0.767,0.824
pygl-out,Glide@SP,5.0,9.968,40,1240,62,19.935,0.934,14.218,0.732,49.839,0.376,0.366,9.968,0.767,0.824
gsk3b,Glide@SP,0.5,21.536,40,1240,7,4.863,0.986,68.264,0.56,69.47,0.282,0.199,21.536,0.816,0.547
gsk3b,Glide@SP,1.0,20.873,40,1240,13,8.753,0.984,61.834,0.608,67.333,0.373,0.32,20.873,0.816,0.547
gsk3b,Glide@SP,5.0,7.414,40,1240,62,14.828,0.904,9.43,0.666,37.07,0.269,0.262,7.414,0.816,0.547
lck,Glide@SP,0.5,4.3,40,1240,7,0.971,0.829,4.831,0.51,13.871,0.045,0.032,4.3,0.768,0.227
lck,Glide@SP,1.0,6.946,40,1240,13,2.913,0.897,8.663,0.532,22.407,0.112,0.096,6.946,0.768,0.227
lck,Glide@SP,5.0,4.441,40,1240,62,8.882,0.834,5.016,0.589,22.205,0.144,0.14,4.441,0.768,0.227
jak3,Glide@SP,0.5,4.988,40,1240,7,1.126,0.852,5.752,0.512,16.089,0.055,0.039,4.988,0.817,0.39
jak3,Glide@SP,1.0,14.962,40,1240,13,6.275,0.966,27.989,0.576,48.266,0.262,0.225,14.962,0.817,0.39
jak3,Glide@SP,5.0,7.98,40,1240,62,15.96,0.912,10.4,0.68,39.9,0.292,0.285,7.98,0.817,0.39
aurkb,Glide@SP,0.5,17.357,40,1240,7,3.919,0.974,38.168,0.548,55.991,0.225,0.159,17.357,0.774,0.458
aurkb,Glide@SP,1.0,16.356,40,1240,13,6.859,0.971,33.506,0.583,52.761,0.289,0.247,16.356,0.774,0.458
aurkb,Glide@SP,5.0,7.469,40,1240,62,14.939,0.905,9.523,0.667,37.346,0.271,0.264,7.469,0.774,0.458
aurka,Gold@ChemPLP,0.5,13.286,40,1240,7,3.0,0.957,22.5,0.536,42.857,0.169,0.119,13.286,0.652,0.234
aurka,Gold@ChemPLP,1.0,9.538,40,1240,13,4.0,0.93,13.333,0.546,30.769,0.16,0.137,9.538,0.652,0.234
aurka,Gold@ChemPLP,5.0,4.0,40,1240,62,8.0,0.816,4.444,0.578,20.0,0.126,0.122,4.0,0.652,0.234
pim-1,Gold@ChemPLP,0.5,8.771,40,1240,7,1.981,0.922,11.838,0.523,28.295,0.107,0.075,8.771,0.642,0.174
pim-1,Gold@ChemPLP,1.0,4.723,40,1240,13,1.981,0.844,5.392,0.52,15.236,0.07,0.06,4.723,0.642,0.174
pim-1,Gold@ChemPLP,5.0,2.476,40,1240,62,4.952,0.723,2.604,0.538,12.379,0.062,0.06,2.476,0.642,0.174
tk,Gold@ChemPLP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.503,0.003
tk,Gold@ChemPLP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.503,0.003
tk,Gold@ChemPLP,5.0,0.512,40,1240,62,1.024,0.335,0.504,0.487,2.56,-0.02,-0.02,0.512,0.503,0.003
mk2,Gold@ChemPLP,0.5,9.544,40,1240,7,2.155,0.93,13.345,0.525,30.788,0.118,0.083,9.544,0.727,0.269
mk2,Gold@ChemPLP,1.0,7.709,40,1240,13,3.233,0.909,9.929,0.536,24.868,0.126,0.108,7.709,0.727,0.269
mk2,Gold@ChemPLP,5.0,4.31,40,1240,62,8.621,0.829,4.845,0.586,21.552,0.139,0.135,4.31,0.727,0.269
pim-2,Gold@ChemPLP,0.5,4.4,40,1240,7,0.994,0.832,4.962,0.51,14.194,0.047,0.033,4.4,0.651,0.166
pim-2,Gold@ChemPLP,1.0,7.108,40,1240,13,2.981,0.899,8.925,0.533,22.928,0.115,0.098,7.108,0.651,0.166
pim-2,Gold@ChemPLP,5.0,3.974,40,1240,62,7.948,0.815,4.412,0.577,19.871,0.125,0.121,3.974,0.651,0.166
hmgr,Gold@ChemPLP,0.5,4.414,40,1240,7,0.997,0.833,4.981,0.51,14.24,0.047,0.033,4.414,0.638,0.16
hmgr,Gold@ChemPLP,1.0,2.377,40,1240,13,0.997,0.714,2.491,0.507,7.667,0.026,0.022,2.377,0.638,0.16
hmgr,Gold@ChemPLP,5.0,3.987,40,1240,62,7.974,0.816,4.428,0.577,19.935,0.125,0.122,3.987,0.638,0.16
ppara,Gold@ChemPLP,0.5,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,4.429,0.679,0.193
ppara,Gold@ChemPLP,1.0,7.154,40,1240,13,3.0,0.9,9.0,0.533,23.077,0.116,0.099,7.154,0.679,0.193
ppara,Gold@ChemPLP,5.0,4.0,40,1240,62,8.0,0.816,4.444,0.578,20.0,0.126,0.122,4.0,0.679,0.193
pi3kg,Gold@ChemPLP,0.5,4.418,40,1240,7,0.998,0.833,4.986,0.51,14.251,0.047,0.033,4.418,0.751,0.148
pi3kg,Gold@ChemPLP,1.0,4.758,40,1240,13,1.995,0.845,5.439,0.52,15.347,0.071,0.06,4.758,0.751,0.148
pi3kg,Gold@ChemPLP,5.0,1.995,40,1240,62,3.99,0.674,2.064,0.526,9.976,0.042,0.041,1.995,0.751,0.148
sirt2,Gold@ChemPLP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.572,0.094
sirt2,Gold@ChemPLP,1.0,4.75,40,1240,13,1.992,0.844,5.429,0.52,15.323,0.07,0.06,4.75,0.572,0.094
sirt2,Gold@ChemPLP,5.0,2.49,40,1240,62,4.98,0.724,2.62,0.538,12.45,0.062,0.061,2.49,0.572,0.094
gba,Gold@ChemPLP,0.5,8.857,40,1240,7,2.0,0.923,12.0,0.523,28.571,0.108,0.076,8.857,0.548,0.133
gba,Gold@ChemPLP,1.0,4.769,40,1240,13,2.0,0.845,5.455,0.52,15.385,0.071,0.061,4.769,0.548,0.133
gba,Gold@ChemPLP,5.0,2.0,40,1240,62,4.0,0.674,2.069,0.526,10.0,0.042,0.041,2.0,0.548,0.133
hdac2,Gold@ChemPLP,0.5,13.286,40,1240,7,3.0,0.957,22.5,0.536,42.857,0.169,0.119,13.286,0.82,0.324
hdac2,Gold@ChemPLP,1.0,9.538,40,1240,13,4.0,0.93,13.333,0.546,30.769,0.16,0.137,9.538,0.82,0.324
hdac2,Gold@ChemPLP,5.0,6.5,40,1240,62,13.0,0.888,7.959,0.642,32.5,0.23,0.224,6.5,0.82,0.324
inha,Gold@ChemPLP,0.5,13.286,40,1240,7,3.0,0.957,22.5,0.536,42.857,0.169,0.119,13.286,0.588,0.274
inha,Gold@ChemPLP,1.0,9.538,40,1240,13,4.0,0.93,13.333,0.546,30.769,0.16,0.137,9.538,0.588,0.274
inha,Gold@ChemPLP,5.0,3.0,40,1240,62,6.0,0.763,3.214,0.552,15.0,0.084,0.082,3.0,0.588,0.274
ache,Gold@ChemPLP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.652,0.091
ache,Gold@ChemPLP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.652,0.091
ache,Gold@ChemPLP,5.0,4.98,40,1240,62,9.96,0.852,5.742,0.603,24.899,0.167,0.162,4.98,0.652,0.091
vegfr2,Gold@ChemPLP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.577,0.029
vegfr2,Gold@ChemPLP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.577,0.029
vegfr2,Gold@ChemPLP,5.0,1.5,40,1240,62,3.0,0.604,1.525,0.513,7.5,0.021,0.02,1.5,0.577,0.029
rxr,Gold@ChemPLP,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.503,0.0
rxr,Gold@ChemPLP,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.503,0.0
rxr,Gold@ChemPLP,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.503,0.0
thrombin,Gold@ChemPLP,0.5,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,4.429,0.727,0.151
thrombin,Gold@ChemPLP,1.0,4.769,40,1240,13,2.0,0.845,5.455,0.52,15.385,0.071,0.061,4.769,0.727,0.151
thrombin,Gold@ChemPLP,5.0,3.0,40,1240,62,6.0,0.763,3.214,0.552,15.0,0.084,0.082,3.0,0.727,0.151
