Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
bcl2,GlideSP/GlideSP,5.0,NEF,,4.931,16.129,5.0,40,1240,62,10,0.852,5.769,0.603,25.0,0.168,0.163,0.758,0.249
braf,GlideSP/GlideSP,0.5,NEF,,4.429,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.713,0.105
braf,GlideSP/GlideSP,1.0,NEF,,4.769,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.713,0.105
braf,GlideSP/GlideSP,5.0,NEF,,2.541,8.065,2.5,40,1240,62,5,0.725,2.632,0.539,12.5,0.063,0.061,0.713,0.105
catl,GlideSP/GlideSP,0.5,NEF,,4.404,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.689,0.16
catl,GlideSP/GlideSP,1.0,NEF,,4.742,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.689,0.16
catl,GlideSP/GlideSP,5.0,NEF,,2.486,8.065,2.5,40,1240,62,5,0.725,2.632,0.539,12.5,0.063,0.061,0.689,0.16
cdk2,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.852,0.218
cdk2,GlideSP/GlideSP,1.0,NEF,,7.475,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.852,0.218
cdk2,GlideSP/GlideSP,5.0,NEF,,5.98,19.355,6.0,40,1240,62,12,0.878,7.2,0.629,30.0,0.209,0.204,0.852,0.218
cox1,GlideSP/GlideSP,0.5,NEF,,23.932,71.429,22.143,40,1240,7,5,0.987,75.0,0.562,71.429,0.291,0.205,0.748,0.427
cox1,GlideSP/GlideSP,1.0,NEF,,11.966,38.462,11.923,40,1240,13,5,0.949,18.75,0.559,38.462,0.205,0.176,0.748,0.427
cox1,GlideSP/GlideSP,5.0,NEF,,6.154,19.355,6.0,40,1240,62,12,0.878,7.2,0.629,30.0,0.209,0.204,0.748,0.427
cox2,GlideSP/GlideSP,0.5,NEF,,18.486,57.143,17.714,40,1240,7,4,0.976,40.0,0.549,57.143,0.23,0.162,0.938,0.84
cox2,GlideSP/GlideSP,1.0,NEF,,20.541,69.231,21.462,40,1240,13,9,0.985,67.5,0.611,69.231,0.385,0.329,0.938,0.84
cox2,GlideSP/GlideSP,5.0,NEF,,11.823,38.71,12.0,40,1240,62,24,0.95,18.947,0.784,60.0,0.461,0.449,0.938,0.84
ctsk,GlideSP/GlideSP,0.5,NEF,,4.411,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.743,0.121
ctsk,GlideSP/GlideSP,1.0,NEF,,2.375,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.743,0.121
ctsk,GlideSP/GlideSP,5.0,NEF,,3.486,11.29,3.5,40,1240,62,7,0.792,3.818,0.565,17.5,0.105,0.102,0.743,0.121
cyp2a6,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.763,0.264
cyp2a6,GlideSP/GlideSP,1.0,NEF,,2.775,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.763,0.264
cyp2a6,GlideSP/GlideSP,5.0,NEF,,6.659,20.968,6.5,40,1240,62,13,0.888,7.959,0.642,32.5,0.23,0.224,0.763,0.264
dhfr,GlideSP/GlideSP,0.5,NEF,,4.371,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.686,0.119
dhfr,GlideSP/GlideSP,1.0,NEF,,4.708,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.686,0.119
dhfr,GlideSP/GlideSP,5.0,NEF,,2.468,8.065,2.5,40,1240,62,5,0.725,2.632,0.539,12.5,0.063,0.061,0.686,0.119
egfr,GlideSP/GlideSP,0.5,NEF,,8.828,28.571,8.857,40,1240,7,2,0.923,12.0,0.523,28.571,0.108,0.076,0.794,0.207
egfr,GlideSP/GlideSP,1.0,NEF,,4.753,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.794,0.207
egfr,GlideSP/GlideSP,5.0,NEF,,5.572,17.742,5.5,40,1240,62,11,0.866,6.471,0.616,27.5,0.188,0.184,0.794,0.207
ephb4,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.628,0.015
ephb4,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.628,0.015
ephb4,GlideSP/GlideSP,5.0,NEF,,1.493,4.839,1.5,40,1240,62,3,0.604,1.525,0.513,7.5,0.021,0.02,0.628,0.015
erbb2,GlideSP/GlideSP,0.5,NEF,,24.667,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.96,0.888
erbb2,GlideSP/GlideSP,1.0,NEF,,27.133,84.615,26.231,40,1240,13,11,0.994,165.0,0.637,84.615,0.474,0.406,0.96,0.888
erbb2,GlideSP/GlideSP,5.0,NEF,,14.307,46.774,14.5,40,1240,62,29,0.963,26.364,0.849,72.5,0.565,0.551,0.96,0.888
er-beta,GlideSP/GlideSP,0.5,NEF,,28.586,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.952,0.936
er-beta,GlideSP/GlideSP,1.0,NEF,,28.586,92.308,28.615,40,1240,13,12,0.997,360.0,0.65,92.308,0.519,0.444,0.952,0.936
er-beta,GlideSP/GlideSP,5.0,NEF,,15.654,50.0,15.5,40,1240,62,31,0.968,30.0,0.875,77.5,0.607,0.592,0.952,0.936
fgfr1,GlideSP/GlideSP,0.5,NEF,,14.738,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.758,0.504
fgfr1,GlideSP/GlideSP,1.0,NEF,,14.738,46.154,14.308,40,1240,13,6,0.963,25.714,0.572,46.154,0.25,0.214,0.758,0.504
fgfr1,GlideSP/GlideSP,5.0,NEF,,8.493,27.419,8.5,40,1240,62,17,0.919,11.333,0.694,42.5,0.314,0.306,0.758,0.504
fkbp1a,GlideSP/GlideSP,0.5,NEF,,32.395,100.0,31.0,40,1240,7,7,1.0,inf,0.588,100.0,0.413,0.291,0.62,0.589
fkbp1a,GlideSP/GlideSP,1.0,NEF,,22.427,69.231,21.462,40,1240,13,9,0.985,67.5,0.611,69.231,0.385,0.329,0.62,0.589
fkbp1a,GlideSP/GlideSP,5.0,NEF,,6.27,20.968,6.5,40,1240,62,13,0.888,7.959,0.642,32.5,0.23,0.224,0.62,0.589
fxa,GlideSP/GlideSP,0.5,NEF,,25.491,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.874,0.678
fxa,GlideSP/GlideSP,1.0,NEF,,22.942,76.923,23.846,40,1240,13,10,0.99,100.0,0.624,76.923,0.429,0.367,0.874,0.678
fxa,GlideSP/GlideSP,5.0,NEF,,9.687,30.645,9.5,40,1240,62,19,0.93,13.256,0.72,47.5,0.356,0.347,0.874,0.678
gba,GlideSP/GlideSP,0.5,NEF,,13.232,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.452,0.252
gba,GlideSP/GlideSP,1.0,NEF,,9.5,30.769,9.538,40,1240,13,4,0.93,13.333,0.546,30.769,0.16,0.137,0.452,0.252
gba,GlideSP/GlideSP,5.0,NEF,,2.988,9.677,3.0,40,1240,62,6,0.763,3.214,0.552,15.0,0.084,0.082,0.452,0.252
gr,GlideSP/GlideSP,0.5,NEF,,4.368,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.547,0.09
gr,GlideSP/GlideSP,1.0,NEF,,2.352,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.547,0.09
gr,GlideSP/GlideSP,5.0,NEF,,1.479,4.839,1.5,40,1240,62,3,0.604,1.525,0.513,7.5,0.021,0.02,0.547,0.09
gsk3b,GlideSP/GlideSP,0.5,NEF,,21.536,71.429,22.143,40,1240,7,5,0.987,75.0,0.562,71.429,0.291,0.205,0.816,0.547
gsk3b,GlideSP/GlideSP,1.0,NEF,,20.873,69.231,21.462,40,1240,13,9,0.985,67.5,0.611,69.231,0.385,0.329,0.816,0.547
gsk3b,GlideSP/GlideSP,5.0,NEF,,7.414,24.194,7.5,40,1240,62,15,0.905,9.574,0.668,37.5,0.272,0.265,0.816,0.547
hdac2,GlideSP/GlideSP,0.5,NEF,,30.35,100.0,31.0,40,1240,7,7,1.0,inf,0.588,100.0,0.413,0.291,0.733,0.56
hdac2,GlideSP/GlideSP,1.0,NEF,,23.346,76.923,23.846,40,1240,13,10,0.99,100.0,0.624,76.923,0.429,0.367,0.733,0.56
hdac2,GlideSP/GlideSP,5.0,NEF,,6.468,20.968,6.5,40,1240,62,13,0.888,7.959,0.642,32.5,0.23,0.224,0.733,0.56
hdac8,GlideSP/GlideSP,0.5,NEF,,4.407,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.654,0.055
hdac8,GlideSP/GlideSP,1.0,NEF,,2.373,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.654,0.055
hdac8,GlideSP/GlideSP,5.0,NEF,,0.995,3.226,1.0,40,1240,62,2,0.5,1.0,0.5,5.0,0.0,0.0,0.654,0.055
hiv1pr,GlideSP/GlideSP,0.5,NEF,,28.17,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.8,0.731
hiv1pr,GlideSP/GlideSP,1.0,NEF,,25.281,84.615,26.231,40,1240,13,11,0.994,165.0,0.637,84.615,0.474,0.406,0.8,0.731
hiv1pr,GlideSP/GlideSP,5.0,NEF,,9.698,30.645,9.5,40,1240,62,19,0.93,13.256,0.72,47.5,0.356,0.347,0.8,0.731
hiv1rt,GlideSP/GlideSP,0.5,NEF,,18.301,57.143,17.714,40,1240,7,4,0.976,40.0,0.549,57.143,0.23,0.162,0.679,0.291
hiv1rt,GlideSP/GlideSP,1.0,NEF,,9.854,30.769,9.538,40,1240,13,4,0.93,13.333,0.546,30.769,0.16,0.137,0.679,0.291
hiv1rt,GlideSP/GlideSP,5.0,NEF,,3.675,11.29,3.5,40,1240,62,7,0.792,3.818,0.565,17.5,0.105,0.102,0.679,0.291
hmgr,GlideSP/GlideSP,0.5,NEF,,26.507,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.94,0.844
hmgr,GlideSP/GlideSP,1.0,NEF,,28.546,92.308,28.615,40,1240,13,12,0.997,360.0,0.65,92.308,0.519,0.444,0.94,0.844
hmgr,GlideSP/GlideSP,5.0,NEF,,13.966,45.161,14.0,40,1240,62,28,0.961,24.706,0.836,70.0,0.545,0.531,0.94,0.844
hsp90,GlideSP/GlideSP,0.5,NEF,,4.336,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.603,0.062
hsp90,GlideSP/GlideSP,1.0,NEF,,2.335,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.603,0.062
hsp90,GlideSP/GlideSP,5.0,NEF,,0.995,3.226,1.0,40,1240,62,2,0.5,1.0,0.5,5.0,0.0,0.0,0.603,0.062
igf1r,GlideSP/GlideSP,0.5,NEF,,9.932,28.571,8.857,40,1240,7,2,0.923,12.0,0.523,28.571,0.108,0.076,0.75,0.218
igf1r,GlideSP/GlideSP,1.0,NEF,,4.966,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.75,0.218
igf1r,GlideSP/GlideSP,5.0,NEF,,3.03,9.677,3.0,40,1240,62,6,0.763,3.214,0.552,15.0,0.084,0.082,0.75,0.218
inha,GlideSP/GlideSP,0.5,NEF,,26.25,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.556,0.564
inha,GlideSP/GlideSP,1.0,NEF,,18.846,61.538,19.077,40,1240,13,8,0.98,48.0,0.598,61.538,0.34,0.291,0.556,0.564
inha,GlideSP/GlideSP,5.0,NEF,,7.903,25.806,8.0,40,1240,62,16,0.913,10.435,0.681,40.0,0.293,0.286,0.556,0.564
itk,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.688,0.03
itk,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.688,0.03
itk,GlideSP/GlideSP,5.0,NEF,,0.998,3.226,1.0,40,1240,62,2,0.5,1.0,0.5,5.0,0.0,0.0,0.688,0.03
jak3,GlideSP/GlideSP,0.5,NEF,,4.988,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.817,0.39
jak3,GlideSP/GlideSP,1.0,NEF,,14.962,46.154,14.308,40,1240,13,6,0.963,25.714,0.572,46.154,0.25,0.214,0.817,0.39
jak3,GlideSP/GlideSP,5.0,NEF,,7.98,25.806,8.0,40,1240,62,16,0.913,10.435,0.681,40.0,0.293,0.286,0.817,0.39
jnk1,GlideSP/GlideSP,0.5,NEF,,5.25,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.696,0.297
jnk1,GlideSP/GlideSP,1.0,NEF,,7.875,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.696,0.297
jnk1,GlideSP/GlideSP,5.0,NEF,,6.3,20.968,6.5,40,1240,62,13,0.888,7.959,0.642,32.5,0.23,0.224,0.696,0.297
jnk2,GlideSP/GlideSP,0.5,NEF,,25.021,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.556,0.387
jnk2,GlideSP/GlideSP,1.0,NEF,,12.511,38.462,11.923,40,1240,13,5,0.949,18.75,0.559,38.462,0.205,0.176,0.556,0.387
jnk2,GlideSP/GlideSP,5.0,NEF,,3.562,11.29,3.5,40,1240,62,7,0.792,3.818,0.565,17.5,0.105,0.102,0.556,0.387
jnk3,GlideSP/GlideSP,0.5,NEF,,4.429,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.715,0.134
jnk3,GlideSP/GlideSP,1.0,NEF,,2.385,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.715,0.134
jnk3,GlideSP/GlideSP,5.0,NEF,,3.557,11.29,3.5,40,1240,62,7,0.792,3.818,0.565,17.5,0.105,0.102,0.715,0.134
kif11,GlideSP/GlideSP,0.5,NEF,,21.589,71.429,22.143,40,1240,7,5,0.987,75.0,0.562,71.429,0.291,0.205,0.907,0.558
kif11,GlideSP/GlideSP,1.0,NEF,,16.275,53.846,16.692,40,1240,13,7,0.972,35.0,0.585,53.846,0.295,0.252,0.907,0.558
kif11,GlideSP/GlideSP,5.0,NEF,,9.414,30.645,9.5,40,1240,62,19,0.93,13.256,0.72,47.5,0.356,0.347,0.907,0.558
lck,GlideSP/GlideSP,0.5,NEF,,4.3,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.768,0.227
lck,GlideSP/GlideSP,1.0,NEF,,6.946,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.768,0.227
lck,GlideSP/GlideSP,5.0,NEF,,4.441,14.516,4.5,40,1240,62,9,0.836,5.094,0.59,22.5,0.147,0.143,0.768,0.227
mdm2,GlideSP/GlideSP,0.5,NEF,,14.975,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.587,0.221
mdm2,GlideSP/GlideSP,1.0,NEF,,7.488,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.587,0.221
mdm2,GlideSP/GlideSP,5.0,NEF,,2.995,9.677,3.0,40,1240,62,6,0.763,3.214,0.552,15.0,0.084,0.082,0.587,0.221
mk2,GlideSP/GlideSP,0.5,NEF,,10.486,28.571,8.857,40,1240,7,2,0.923,12.0,0.523,28.571,0.108,0.076,0.82,0.292
mk2,GlideSP/GlideSP,1.0,NEF,,7.865,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.82,0.292
mk2,GlideSP/GlideSP,5.0,NEF,,5.865,19.355,6.0,40,1240,62,12,0.878,7.2,0.629,30.0,0.209,0.204,0.82,0.292
mmp2,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.588,0.03
mmp2,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.588,0.03
mmp2,GlideSP/GlideSP,5.0,NEF,,0.99,3.226,1.0,40,1240,62,2,0.5,1.0,0.5,5.0,0.0,0.0,0.588,0.03
na,GlideSP/GlideSP,0.5,NEF,,26.55,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.929,0.809
na,GlideSP/GlideSP,1.0,NEF,,26.21,84.615,26.231,40,1240,13,11,0.994,165.0,0.637,84.615,0.474,0.406,0.929,0.809
na,GlideSP/GlideSP,5.0,NEF,,12.99,41.935,13.0,40,1240,62,26,0.956,21.667,0.81,65.0,0.503,0.49,0.929,0.809
p38-alpha,GlideSP/GlideSP,0.5,NEF,,13.093,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.741,0.417
p38-alpha,GlideSP/GlideSP,1.0,NEF,,9.4,30.769,9.538,40,1240,13,4,0.93,13.333,0.546,30.769,0.16,0.137,0.741,0.417
p38-alpha,GlideSP/GlideSP,5.0,NEF,,7.391,24.194,7.5,40,1240,62,15,0.905,9.574,0.668,37.5,0.272,0.265,0.741,0.417
parp-1,GlideSP/GlideSP,0.5,NEF,,25.843,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.891,0.761
parp-1,GlideSP/GlideSP,1.0,NEF,,27.831,92.308,28.615,40,1240,13,12,0.997,360.0,0.65,92.308,0.519,0.444,0.891,0.761
parp-1,GlideSP/GlideSP,5.0,NEF,,11.368,37.097,11.5,40,1240,62,23,0.947,17.692,0.771,57.5,0.44,0.429,0.891,0.761
pde4b,GlideSP/GlideSP,0.5,NEF,,4.4,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.624,0.109
pde4b,GlideSP/GlideSP,1.0,NEF,,2.369,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.624,0.109
pde4b,GlideSP/GlideSP,5.0,NEF,,2.981,9.677,3.0,40,1240,62,6,0.763,3.214,0.552,15.0,0.084,0.082,0.624,0.109
pde5,GlideSP/GlideSP,0.5,NEF,,4.609,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.564,0.141
pde5,GlideSP/GlideSP,1.0,NEF,,7.445,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.564,0.141
pde5,GlideSP/GlideSP,5.0,NEF,,1.561,4.839,1.5,40,1240,62,3,0.604,1.525,0.513,7.5,0.021,0.02,0.564,0.141
pdk1,GlideSP/GlideSP,0.5,NEF,,27.203,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.904,0.754
pdk1,GlideSP/GlideSP,1.0,NEF,,26.854,84.615,26.231,40,1240,13,11,0.994,165.0,0.637,84.615,0.474,0.406,0.904,0.754
pdk1,GlideSP/GlideSP,5.0,NEF,,11.446,37.097,11.5,40,1240,62,23,0.947,17.692,0.771,57.5,0.44,0.429,0.904,0.754
pi3kg,GlideSP/GlideSP,0.5,NEF,,13.297,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.816,0.312
pi3kg,GlideSP/GlideSP,1.0,NEF,,9.546,30.769,9.538,40,1240,13,4,0.93,13.333,0.546,30.769,0.16,0.137,0.816,0.312
pi3kg,GlideSP/GlideSP,5.0,NEF,,7.629,24.194,7.5,40,1240,62,15,0.905,9.574,0.668,37.5,0.272,0.265,0.816,0.312
pim-1,GlideSP/GlideSP,0.5,NEF,,12.954,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.885,0.437
pim-1,GlideSP/GlideSP,1.0,NEF,,13.95,46.154,14.308,40,1240,13,6,0.963,25.714,0.572,46.154,0.25,0.214,0.885,0.437
pim-1,GlideSP/GlideSP,5.0,NEF,,6.441,20.968,6.5,40,1240,62,13,0.888,7.959,0.642,32.5,0.23,0.224,0.885,0.437
pim-2,GlideSP/GlideSP,0.5,NEF,,8.85,28.571,8.857,40,1240,7,2,0.923,12.0,0.523,28.571,0.108,0.076,0.824,0.295
pim-2,GlideSP/GlideSP,1.0,NEF,,7.148,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.824,0.295
pim-2,GlideSP/GlideSP,5.0,NEF,,5.586,17.742,5.5,40,1240,62,11,0.866,6.471,0.616,27.5,0.188,0.184,0.824,0.295
pnp,GlideSP/GlideSP,0.5,NEF,,17.614,57.143,17.714,40,1240,7,4,0.976,40.0,0.549,57.143,0.23,0.162,0.774,0.399
pnp,GlideSP/GlideSP,1.0,NEF,,14.227,46.154,14.308,40,1240,13,6,0.963,25.714,0.572,46.154,0.25,0.214,0.774,0.399
pnp,GlideSP/GlideSP,5.0,NEF,,5.469,17.742,5.5,40,1240,62,11,0.866,6.471,0.616,27.5,0.188,0.184,0.774,0.399
ppara,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.705,0.054
ppara,GlideSP/GlideSP,1.0,NEF,,2.496,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.705,0.054
ppara,GlideSP/GlideSP,5.0,NEF,,2.102,6.452,2.0,40,1240,62,4,0.674,2.069,0.526,10.0,0.042,0.041,0.705,0.054
pparg,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.611,0.081
pparg,GlideSP/GlideSP,1.0,NEF,,2.375,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.611,0.081
pparg,GlideSP/GlideSP,5.0,NEF,,2.5,8.065,2.5,40,1240,62,5,0.725,2.632,0.539,12.5,0.063,0.061,0.611,0.081
pr,GlideSP/GlideSP,0.5,NEF,,4.9,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.776,0.19
pr,GlideSP/GlideSP,1.0,NEF,,5.345,15.385,4.769,40,1240,13,2,0.845,5.455,0.52,15.385,0.071,0.061,0.776,0.19
pr,GlideSP/GlideSP,5.0,NEF,,6.219,19.355,6.0,40,1240,62,12,0.878,7.2,0.629,30.0,0.209,0.204,0.776,0.19
prkcq,GlideSP/GlideSP,0.5,NEF,,21.053,71.429,22.143,40,1240,7,5,0.987,75.0,0.562,71.429,0.291,0.205,0.878,0.525
prkcq,GlideSP/GlideSP,1.0,NEF,,15.789,53.846,16.692,40,1240,13,7,0.972,35.0,0.585,53.846,0.295,0.252,0.878,0.525
prkcq,GlideSP/GlideSP,5.0,NEF,,8.947,29.032,9.0,40,1240,62,18,0.925,12.273,0.707,45.0,0.335,0.327,0.878,0.525
pygl-in,GlideSP/GlideSP,0.5,NEF,,30.8,100.0,31.0,40,1240,7,7,1.0,inf,0.588,100.0,0.413,0.291,0.767,0.791
pygl-in,GlideSP/GlideSP,1.0,NEF,,30.8,100.0,31.0,40,1240,13,13,1.0,inf,0.662,100.0,0.564,0.482,0.767,0.791
pygl-in,GlideSP/GlideSP,5.0,NEF,,11.426,37.097,11.5,40,1240,62,23,0.947,17.692,0.771,57.5,0.44,0.429,0.767,0.791
pygl-out,GlideSP/GlideSP,0.5,NEF,,30.9,100.0,31.0,40,1240,7,7,1.0,inf,0.588,100.0,0.413,0.291,0.767,0.824
pygl-out,GlideSP/GlideSP,1.0,NEF,,28.523,92.308,28.615,40,1240,13,12,0.997,360.0,0.65,92.308,0.519,0.444,0.767,0.824
pygl-out,GlideSP/GlideSP,5.0,NEF,,9.968,32.258,10.0,40,1240,62,20,0.935,14.286,0.732,50.0,0.377,0.367,0.767,0.824
qpct,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.456,0.0
qpct,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.456,0.0
qpct,GlideSP/GlideSP,5.0,NEF,,0.0,0.0,0.0,40,1240,62,0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.456,0.0
rock-1,GlideSP/GlideSP,0.5,NEF,,12.932,42.857,13.286,40,1240,7,3,0.957,22.5,0.536,42.857,0.169,0.119,0.622,0.261
rock-1,GlideSP/GlideSP,1.0,NEF,,6.963,23.077,7.154,40,1240,13,3,0.9,9.0,0.533,23.077,0.116,0.099,0.622,0.261
rock-1,GlideSP/GlideSP,5.0,NEF,,3.957,12.903,4.0,40,1240,62,8,0.816,4.444,0.578,20.0,0.126,0.122,0.622,0.261
rxr,GlideSP/GlideSP,0.5,NEF,,25.919,85.714,26.571,40,1240,7,6,0.994,180.0,0.575,85.714,0.352,0.248,0.962,0.935
rxr,GlideSP/GlideSP,1.0,NEF,,23.327,76.923,23.846,40,1240,13,10,0.99,100.0,0.624,76.923,0.429,0.367,0.962,0.935
rxr,GlideSP/GlideSP,5.0,NEF,,15.119,48.387,15.0,40,1240,62,30,0.966,28.125,0.862,75.0,0.586,0.571,0.962,0.935
sars-hcov,GlideSP/GlideSP,0.5,NEF,,4.403,14.286,4.429,39,1209,7,1,0.833,5.0,0.51,14.286,0.048,0.034,0.587,0.072
sars-hcov,GlideSP/GlideSP,1.0,NEF,,2.371,7.692,2.385,39,1209,13,1,0.714,2.5,0.508,7.692,0.026,0.023,0.587,0.072
sars-hcov,GlideSP/GlideSP,5.0,NEF,,3.032,9.836,3.049,39,1209,61,6,0.766,3.273,0.553,15.385,0.086,0.084,0.587,0.072
sirt2,GlideSP/GlideSP,0.5,NEF,,4.361,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.512,0.067
sirt2,GlideSP/GlideSP,1.0,NEF,,2.348,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.512,0.067
sirt2,GlideSP/GlideSP,5.0,NEF,,0.985,3.226,1.0,40,1240,62,2,0.5,1.0,0.5,5.0,0.0,0.0,0.512,0.067
src,GlideSP/GlideSP,0.5,NEF,,4.436,14.286,4.429,40,1240,7,1,0.833,5.0,0.51,14.286,0.047,0.033,0.632,0.134
src,GlideSP/GlideSP,1.0,NEF,,2.389,7.692,2.385,40,1240,13,1,0.714,2.5,0.507,7.692,0.026,0.022,0.632,0.134
src,GlideSP/GlideSP,5.0,NEF,,2.545,8.065,2.5,40,1240,62,5,0.725,2.632,0.539,12.5,0.063,0.061,0.632,0.134
thrombin,GlideSP/GlideSP,0.5,NEF,,22.763,71.429,22.143,40,1240,7,5,0.987,75.0,0.562,71.429,0.291,0.205,0.891,0.677
