Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
kit,CompScore*,1.0,NEF,,23.43,36.449,23.31,166,10616,107,39,0.973,36.105,0.614,36.449,0.284,0.277,,
kith,CompScore*,1.0,NEF,,50.91,100.0,51.0,57,2907,30,30,1.0,inf,0.763,100.0,0.722,0.685,,
kpcb,CompScore*,1.0,NEF,,47.24,71.91,47.061,135,8835,89,64,0.994,164.978,0.736,71.91,0.579,0.566,,
lck,CompScore*,1.0,NEF,,36.99,55.914,37.036,420,27820,279,156,0.988,82.741,0.683,55.914,0.449,0.44,,
lkha4,CompScore*,1.0,NEF,,28.43,50.515,28.422,171,9621,97,49,0.983,56.414,0.641,50.515,0.372,0.357,,
mapk2,CompScore*,1.0,NEF,,61.13,98.413,60.909,101,6251,63,62,1.0,3775.248,0.807,98.413,0.775,0.753,,
mcr,CompScore*,1.0,NEF,,34.54,62.264,34.735,94,5244,53,33,0.989,90.399,0.674,62.264,0.461,0.442,,
met,CompScore*,1.0,NEF,,43.27,62.609,43.057,166,11416,115,72,0.991,113.477,0.715,62.609,0.515,0.507,,
mk01,CompScore*,1.0,NEF,,32.62,55.319,32.414,79,4629,47,26,0.986,71.308,0.662,55.319,0.419,0.405,,
mk10,CompScore*,1.0,NEF,,36.42,55.882,36.023,104,6704,68,38,0.988,80.385,0.68,55.882,0.445,0.435,,
mk14,CompScore*,1.0,NEF,,23.87,37.808,23.828,578,36428,365,138,0.974,37.706,0.616,37.808,0.292,0.284,,
mmp13,CompScore*,1.0,NEF,,38.29,57.937,38.258,572,37772,378,219,0.989,89.576,0.689,57.937,0.465,0.454,,
mp2k1,CompScore*,1.0,NEF,,23.27,33.735,23.06,121,8271,83,28,0.972,34.29,0.612,33.735,0.271,0.266,,
nos1,CompScore*,1.0,NEF,,44.44,54.878,44.726,100,8150,82,45,0.99,97.905,0.723,54.878,0.491,0.489,,
nram,CompScore*,1.0,NEF,,64.07,100.0,64.265,98,6298,63,63,1.0,inf,0.821,100.0,0.8,0.78,,
pa2ga,CompScore*,1.0,NEF,,40.93,77.358,41.016,99,5249,53,41,0.994,177.736,0.706,77.358,0.56,0.533,,
parp1,CompScore*,1.0,NEF,,58.26,96.732,58.188,508,30558,306,296,0.999,1750.945,0.791,96.732,0.748,0.724,,
pde5a,CompScore*,1.0,NEF,,34.09,48.571,34.107,398,27948,280,136,0.985,65.375,0.668,48.571,0.4,0.394,,
pgh1,CompScore*,1.0,NEF,,20.1,35.455,19.991,195,10995,110,39,0.968,30.423,0.597,35.455,0.257,0.246,,
pgh2,CompScore*,1.0,NEF,,32.26,59.322,32.163,435,23585,236,140,0.987,77.61,0.659,59.322,0.429,0.41,,
plk1,CompScore*,1.0,NEF,,42.29,65.714,42.419,107,6907,70,46,0.992,121.807,0.713,65.714,0.526,0.514,,
pnph,CompScore*,1.0,NEF,,65.13,95.775,65.582,103,7053,71,68,0.999,1529.45,0.83,95.775,0.793,0.779,,
ppara,CompScore*,1.0,NEF,,19.6,36.869,19.543,373,19772,198,73,0.968,30.373,0.595,36.869,0.259,0.246,,
ppard,CompScore*,1.0,NEF,,23.22,44.8,23.315,240,12490,125,56,0.976,41.425,0.614,44.8,0.314,0.298,,
pparg,CompScore*,1.0,NEF,,22.39,41.86,22.3,484,25784,258,108,0.974,37.636,0.609,41.86,0.296,0.282,,
prgr,CompScore*,1.0,NEF,,45.33,83.125,45.231,293,15943,160,133,0.996,263.108,0.726,83.125,0.609,0.582,,
ptn1,CompScore*,1.0,NEF,,38.85,68.919,39.125,130,7380,74,51,0.992,123.662,0.695,68.919,0.514,0.494,,
pur2,CompScore*,1.0,NEF,,54.66,100.0,55.0,50,2750,28,28,1.0,inf,0.78,100.0,0.745,0.714,,
pygm,CompScore*,1.0,NEF,,16.49,31.707,16.583,77,4027,41,13,0.96,23.817,0.581,31.707,0.221,0.21,,
pyrd,CompScore*,1.0,NEF,,50.55,84.848,50.152,111,6561,66,56,0.997,325.405,0.751,84.848,0.65,0.628,,
reni,CompScore*,1.0,NEF,,41.99,61.972,42.081,104,7062,71,44,0.991,109.028,0.71,61.972,0.506,0.497,,
rock1,CompScore*,1.0,NEF,,40.83,64.062,41.0,100,6400,64,41,0.991,112.304,0.703,64.062,0.506,0.494,,
rxra,CompScore*,1.0,NEF,,53.25,98.592,53.292,131,7081,71,70,1.0,3713.74,0.767,98.592,0.723,0.689,,
sahh,CompScore*,1.0,NEF,,48.02,86.111,48.017,63,3513,36,31,0.997,339.524,0.745,86.111,0.646,0.621,,
src,CompScore*,1.0,NEF,,32.67,49.003,32.753,524,35024,351,172,0.984,63.265,0.662,49.003,0.394,0.386,,
tgfr1,CompScore*,1.0,NEF,,56.76,87.356,56.703,133,8633,87,76,0.998,441.558,0.785,87.356,0.703,0.687,,
thb,CompScore*,1.0,NEF,,53.38,72.368,53.068,103,7553,76,55,0.995,189.436,0.766,72.368,0.617,0.61,,
thrb,CompScore*,1.0,NEF,,45.92,77.091,45.928,461,27465,275,212,0.995,197.116,0.729,77.091,0.59,0.571,,
try1,CompScore*,1.0,NEF,,58.34,99.245,58.418,449,26429,265,263,1.0,7608.842,0.793,99.245,0.76,0.733,,
tryb1,CompScore*,1.0,NEF,,43.68,83.333,43.908,148,7798,78,65,0.996,258.446,0.719,83.333,0.6,0.57,,
tysy,CompScore*,1.0,NEF,,35.39,56.522,35.567,109,6859,69,39,0.988,80.505,0.677,56.522,0.443,0.431,,
urok,CompScore*,1.0,NEF,,60.94,99.01,61.191,162,10012,101,100,1.0,6080.247,0.809,99.01,0.779,0.757,,
vgfr2,CompScore*,1.0,NEF,,26.78,43.307,26.851,409,25359,254,110,0.979,46.599,0.632,43.307,0.333,0.323,,
wee1,CompScore*,1.0,NEF,,61.16,100.0,61.294,102,6252,63,63,1.0,inf,0.809,100.0,0.783,0.761,,
xiap,CompScore*,1.0,NEF,,52.3,100.0,52.5,100,5250,53,53,1.0,inf,0.765,100.0,0.725,0.689,,
ada,ESSENCE-DOCK*†(21/102),1.0,NEF,,11.9,19.643,11.708,93,5543,56,11,0.935,14.325,0.555,19.643,0.141,0.137,,
akt1,ESSENCE-DOCK*†(21/102),1.0,NEF,,2.7,4.762,2.721,293,16743,168,8,0.737,2.807,0.509,4.762,0.023,0.022,,
ampc,ESSENCE-DOCK*†(21/102),1.0,NEF,,2.1,3.448,2.082,48,2898,29,1,0.68,2.121,0.506,3.448,0.014,0.014,,
casp3,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.5,17.431,9.547,199,10899,109,19,0.919,11.351,0.544,17.431,0.117,0.112,,
cp3a4,ESSENCE-DOCK*†(21/102),1.0,NEF,,1.8,2.5,1.76,170,11970,120,3,0.64,1.78,0.504,2.5,0.009,0.009,,
cxcr4,ESSENCE-DOCK*†(21/102),1.0,NEF,,0.0,0.0,0.0,40,3446,35,0,0.0,0.0,0.495,0.0,-0.011,-0.011,,
fa7,ESSENCE-DOCK*†(21/102),1.0,NEF,,17.4,31.25,17.445,114,6364,64,20,0.961,24.92,0.584,31.25,0.224,0.215,,
fabp4,ESSENCE-DOCK*†(21/102),1.0,NEF,,10.6,17.857,10.627,47,2797,28,5,0.927,12.72,0.549,17.857,0.127,0.122,,
fpps,ESSENCE-DOCK*†(21/102),1.0,NEF,,20.1,18.889,19.856,85,8935,90,17,0.96,24.247,0.596,20.0,0.186,0.186,,
gcr,ESSENCE-DOCK*†(21/102),1.0,NEF,,13.9,23.529,13.915,258,15258,153,36,0.947,17.889,0.566,23.529,0.17,0.165,,
glcm,ESSENCE-DOCK*†(21/102),1.0,NEF,,5.5,7.692,5.49,54,3854,39,3,0.854,5.864,0.523,7.692,0.054,0.053,,
hivpr,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.7,14.325,9.698,536,36286,363,52,0.918,11.152,0.544,14.325,0.107,0.105,,
hivrt,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.9,15.544,8.843,338,19229,193,30,0.911,10.287,0.54,15.544,0.106,0.102,,
hs90a,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.0,14.0,7.856,88,4938,50,7,0.9,8.972,0.535,14.0,0.093,0.09,,
ital,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.5,14.943,9.353,138,8638,87,13,0.915,10.821,0.543,14.943,0.107,0.104,,
kif11,ESSENCE-DOCK*†(21/102),1.0,NEF,,24.0,40.0,24.021,116,6966,70,28,0.975,39.368,0.618,40.0,0.302,0.292,,
mk14,ESSENCE-DOCK*†(21/102),1.0,NEF,,5.4,8.493,5.353,578,36428,365,31,0.852,5.757,0.522,8.493,0.056,0.054,,
nram,ESSENCE-DOCK*†(21/102),1.0,NEF,,17.3,26.984,17.341,98,6298,63,17,0.959,23.381,0.583,26.984,0.207,0.201,,
pa2ga,ESSENCE-DOCK*†(21/102),1.0,NEF,,25.5,47.17,25.01,99,5249,53,25,0.979,46.447,0.624,47.17,0.336,0.32,,
try1,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.2,13.962,8.218,449,26429,265,37,0.904,9.39,0.537,13.962,0.096,0.092,,
wee1,ESSENCE-DOCK*†(21/102),1.0,NEF,,53.5,87.302,53.511,102,6252,63,55,0.998,414.522,0.769,87.302,0.682,0.662,,
aa2ar,SIEVE-Score‡,1.0,NEF,,51.0,76.636,50.929,482,32032,321,246,0.995,214.697,0.754,76.636,0.621,0.608,,
abl1,SIEVE-Score‡,1.0,NEF,,34.4,57.273,34.401,182,10932,110,63,0.988,79.173,0.671,57.273,0.438,0.424,,
ace,SIEVE-Score‡,1.0,NEF,,30.3,50.0,30.465,282,17182,172,86,0.984,59.929,0.65,50.0,0.383,0.371,,
aces,SIEVE-Score‡,1.0,NEF,,35.3,59.701,35.192,453,26703,268,160,0.988,85.847,0.675,59.701,0.452,0.437,,
ada,SIEVE-Score‡,1.0,NEF,,55.2,92.857,55.345,93,5543,56,52,0.999,761.828,0.779,92.857,0.717,0.694,,
ada17,SIEVE-Score‡,1.0,NEF,,59.3,86.575,59.288,532,36432,365,316,0.998,435.185,0.796,86.575,0.714,0.701,,
adrb1,SIEVE-Score‡,1.0,NEF,,42.1,64.596,42.097,247,16097,161,104,0.992,117.082,0.709,64.596,0.516,0.504,,
adrb2,SIEVE-Score‡,1.0,NEF,,42.4,64.052,42.233,231,15231,153,98,0.991,115.702,0.71,64.052,0.515,0.504,,
akt1,SIEVE-Score‡,1.0,NEF,,42.1,73.81,42.177,293,16743,168,124,0.994,158.222,0.71,73.81,0.553,0.532,,
akt2,SIEVE-Score‡,1.0,NEF,,49.0,81.69,48.993,117,7017,71,58,0.996,263.116,0.747,81.69,0.632,0.612,,
aldr,SIEVE-Score‡,1.0,NEF,,28.2,48.913,28.176,159,9159,92,45,0.982,54.195,0.639,48.913,0.364,0.35,,
ampc,SIEVE-Score‡,1.0,NEF,,30.7,51.724,31.228,48,2898,29,15,0.985,63.616,0.654,51.724,0.394,0.382,,
andr,SIEVE-Score‡,1.0,NEF,,40.5,74.83,40.667,269,14619,147,110,0.994,158.595,0.703,74.83,0.547,0.523,,
aofb,SIEVE-Score‡,1.0,NEF,,14.2,25.352,14.592,122,7022,71,18,0.951,19.208,0.57,25.352,0.183,0.176,,
bace1,SIEVE-Score‡,1.0,NEF,,36.6,56.522,36.715,283,18383,184,104,0.988,83.145,0.682,56.522,0.449,0.439,,
braf,SIEVE-Score‡,1.0,NEF,,47.0,70.588,46.913,152,10102,102,72,0.994,157.105,0.735,70.588,0.573,0.562,,
cah2,SIEVE-Score‡,1.0,NEF,,23.2,35.962,23.144,492,31664,317,114,0.973,35.58,0.613,35.962,0.28,0.273,,
casp3,SIEVE-Score‡,1.0,NEF,,45.6,83.486,45.724,199,10899,109,91,0.996,271.831,0.728,83.486,0.613,0.586,,
cdk2,SIEVE-Score‡,1.0,NEF,,34.8,58.099,34.717,474,28324,284,165,0.988,81.467,0.672,58.099,0.443,0.428,,
comt,SIEVE-Score‡,1.0,NEF,,75.5,79.487,75.435,41,3891,39,31,0.997,363.872,0.877,79.487,0.773,0.773,,
cp2c9,SIEVE-Score‡,1.0,NEF,,9.3,14.474,9.13,120,7570,76,11,0.913,10.506,0.541,14.474,0.104,0.101,,
cp3a4,SIEVE-Score‡,1.0,NEF,,6.7,9.167,6.454,170,11970,120,11,0.875,7.005,0.528,9.167,0.066,0.065,,
csf1r,SIEVE-Score‡,1.0,NEF,,43.2,58.065,43.08,166,12316,124,72,0.99,101.344,0.715,58.065,0.496,0.491,,
cxcr4,SIEVE-Score‡,1.0,NEF,,61.1,71.429,61.536,40,3446,35,25,0.995,212.875,0.811,71.429,0.665,0.663,,
def,SIEVE-Score‡,1.0,NEF,,56.6,100.0,56.882,102,5802,59,59,1.0,inf,0.789,100.0,0.758,0.729,,
dhi1,SIEVE-Score‡,1.0,NEF,,27.7,46.701,27.85,330,19680,197,92,0.981,51.377,0.637,46.701,0.353,0.341,,
dpp4,SIEVE-Score‡,1.0,NEF,,61.5,79.036,61.513,533,41483,415,328,0.997,289.655,0.807,79.036,0.694,0.688,,
drd3,SIEVE-Score‡,1.0,NEF,,50.8,70.52,50.73,480,34530,346,244,0.994,169.694,0.753,70.52,0.594,0.586,,
dyr,SIEVE-Score‡,1.0,NEF,,56.4,74.857,56.486,231,17431,175,131,0.996,221.684,0.782,74.857,0.648,0.641,,
egfr,SIEVE-Score‡,1.0,NEF,,44.7,67.978,44.639,542,35592,356,242,0.993,137.277,0.722,67.978,0.545,0.533,,
esr1,SIEVE-Score‡,1.0,NEF,,53.2,96.682,53.183,383,21068,211,204,0.999,1573.943,0.766,96.682,0.714,0.683,,
esr2,SIEVE-Score‡,1.0,NEF,,53.3,95.146,53.318,367,20566,206,196,0.999,1078.748,0.767,95.146,0.709,0.68,,
fa10,SIEVE-Score‡,1.0,NEF,,37.8,70.242,37.753,537,28862,289,203,0.992,124.507,0.687,70.242,0.509,0.485,,
fa7,SIEVE-Score‡,1.0,NEF,,54.5,96.875,54.08,114,6364,64,62,0.999,1699.561,0.772,96.875,0.723,0.693,,
fabp4,SIEVE-Score‡,1.0,NEF,,47.3,78.571,46.758,47,2797,28,22,0.995,214.539,0.733,78.571,0.602,0.581,,
fak1,SIEVE-Score‡,1.0,NEF,,54.2,100.0,54.5,100,5450,55,55,1.0,inf,0.775,100.0,0.739,0.706,,
fgfr1,SIEVE-Score‡,1.0,NEF,,0.0,0.0,0.0,139,8839,89,0,0.0,0.0,0.495,0.0,-0.013,-0.012,,
fkb1a,SIEVE-Score‡,1.0,NEF,,50.4,95.0,50.59,111,5911,60,57,0.999,992.793,0.756,95.0,0.695,0.662,,
fnta,SIEVE-Score‡,1.0,NEF,,44.3,50.288,44.25,592,52092,521,262,0.989,88.001,0.719,50.288,0.466,0.465,,
fpps,SIEVE-Score‡,1.0,NEF,,81.0,76.667,80.59,85,8935,90,69,0.997,342.101,0.905,81.176,0.787,0.786,,
gcr,SIEVE-Score‡,1.0,NEF,,33.3,56.209,33.242,258,15258,153,86,0.987,74.627,0.664,56.209,0.426,0.411,,
glcm,SIEVE-Score‡,1.0,NEF,,35.9,51.282,36.6,54,3854,39,20,0.987,74.074,0.683,51.282,0.429,0.423,,
gria2,SIEVE-Score‡,1.0,NEF,,56.6,74.38,56.505,158,12003,121,90,0.995,217.65,0.784,74.38,0.647,0.641,,
grik1,SIEVE-Score‡,1.0,NEF,,63.2,95.522,62.903,101,6651,67,64,0.999,1383.498,0.817,95.522,0.775,0.759,,
hdac2,SIEVE-Score‡,1.0,NEF,,49.9,87.619,49.659,185,10485,105,92,0.997,394.012,0.748,87.619,0.656,0.63,,
hdac8,SIEVE-Score‡,1.0,NEF,,59.6,95.327,59.551,170,10620,107,102,0.999,1254.0,0.8,95.327,0.753,0.733,,
hivint,SIEVE-Score‡,1.0,NEF,,23.8,35.294,23.824,100,6750,68,24,0.973,36.273,0.617,35.294,0.282,0.277,,
hivpr,SIEVE-Score‡,1.0,NEF,,38.3,56.474,38.232,536,36286,363,205,0.989,86.538,0.689,56.474,0.458,0.449,,
hivrt,SIEVE-Score‡,1.0,NEF,,39.8,69.948,39.794,338,19229,193,135,0.992,130.09,0.698,69.948,0.522,0.502,,
hmdh,SIEVE-Score‡,1.0,NEF,,52.3,100.0,52.471,170,8920,90,90,1.0,inf,0.765,100.0,0.724,0.688,,
hs90a,SIEVE-Score‡,1.0,NEF,,38.0,68.0,38.157,88,4938,50,34,0.992,117.116,0.692,68.0,0.506,0.486,,
hxk4,SIEVE-Score‡,1.0,NEF,,36.7,70.833,36.895,92,4792,48,34,0.992,124.068,0.683,70.833,0.505,0.479,,
igf1r,SIEVE-Score‡,1.0,NEF,,41.0,64.211,40.991,148,9448,95,61,0.991,112.738,0.704,64.211,0.508,0.496,,
inha,SIEVE-Score‡,1.0,NEF,,6.8,12.5,6.811,43,2343,24,3,0.884,7.641,0.53,12.5,0.081,0.077,,
ital,SIEVE-Score‡,1.0,NEF,,25.3,40.23,25.182,138,8638,87,35,0.976,41.458,0.624,40.23,0.311,0.302,,
jak2,SIEVE-Score‡,1.0,NEF,,45.3,73.134,45.159,107,6607,67,49,0.994,165.369,0.728,73.134,0.573,0.558,,
kif11,SIEVE-Score‡,1.0,NEF,,53.4,88.571,53.189,116,6966,70,62,0.998,457.651,0.767,88.571,0.684,0.662,,
kit,SIEVE-Score‡,1.0,NEF,,24.2,37.383,23.907,166,10616,107,40,0.974,37.583,0.617,37.383,0.291,0.284,,
kith,SIEVE-Score‡,1.0,NEF,,49.8,96.667,49.3,57,2907,30,29,0.999,1450.0,0.754,96.667,0.698,0.662,,
kpcb,SIEVE-Score‡,1.0,NEF,,57.2,87.64,57.356,135,8835,89,78,0.998,456.97,0.788,87.64,0.708,0.693,,
lck,SIEVE-Score‡,1.0,NEF,,41.0,62.007,41.072,420,27820,279,173,0.991,106.473,0.704,62.007,0.499,0.489,,
lkha4,SIEVE-Score‡,1.0,NEF,,37.9,67.01,37.702,171,9621,97,65,0.991,112.253,0.688,67.01,0.498,0.478,,
mapk2,SIEVE-Score‡,1.0,NEF,,56.4,90.476,55.997,101,6251,63,57,0.998,578.465,0.782,90.476,0.711,0.691,,
mcr,SIEVE-Score‡,1.0,NEF,,27.1,49.057,27.367,94,5244,53,26,0.981,52.758,0.636,49.057,0.36,0.345,,
met,SIEVE-Score‡,1.0,NEF,,49.1,71.304,49.037,166,11416,115,82,0.994,168.401,0.746,71.304,0.589,0.579,,
mk01,SIEVE-Score‡,1.0,NEF,,41.7,70.213,41.141,79,4629,47,33,0.993,135.759,0.707,70.213,0.536,0.518,,
mk10,SIEVE-Score‡,1.0,NEF,,27.5,42.647,27.491,104,6704,68,29,0.979,47.189,0.636,42.647,0.337,0.329,,
mk14,SIEVE-Score‡,1.0,NEF,,30.6,48.493,30.562,578,36428,365,177,0.983,58.395,0.65,48.493,0.378,0.368,,
mmp13,SIEVE-Score‡,1.0,NEF,,61.6,93.386,61.668,572,37772,378,353,0.999,918.294,0.808,93.386,0.756,0.74,,
mp2k1,SIEVE-Score‡,1.0,NEF,,5.0,7.229,4.941,121,8271,83,6,0.84,5.248,0.52,7.229,0.048,0.047,,
nos1,SIEVE-Score‡,1.0,NEF,,24.9,30.488,24.848,100,8150,82,25,0.972,35.307,0.621,30.488,0.268,0.267,,
nram,SIEVE-Score‡,1.0,NEF,,61.8,96.825,62.225,98,6298,63,61,0.999,1929.592,0.811,96.825,0.774,0.755,,
pa2ga,SIEVE-Score‡,1.0,NEF,,49.9,94.34,50.019,99,5249,53,50,0.999,867.003,0.752,94.34,0.686,0.653,,
parp1,SIEVE-Score‡,1.0,NEF,,59.6,99.02,59.564,508,30558,306,303,1.0,5974.508,0.798,99.02,0.766,0.741,,
pde5a,SIEVE-Score‡,1.0,NEF,,14.0,20.0,14.044,398,27948,280,56,0.945,17.305,0.566,20.0,0.158,0.155,,
pgh1,SIEVE-Score‡,1.0,NEF,,35.8,63.636,35.881,195,10995,110,70,0.99,96.923,0.678,63.636,0.471,0.452,,
pgh2,SIEVE-Score‡,1.0,NEF,,42.0,77.542,42.042,435,23585,236,183,0.995,183.754,0.709,77.542,0.566,0.539,,
plk1,SIEVE-Score‡,1.0,NEF,,40.7,62.857,40.575,107,6907,70,44,0.991,107.549,0.704,62.857,0.502,0.491,,
pnph,SIEVE-Score‡,1.0,NEF,,65.4,95.775,65.582,103,7053,71,68,0.999,1529.45,0.83,95.775,0.793,0.779,,
ppara,SIEVE-Score‡,1.0,NEF,,31.4,59.091,31.323,373,19772,198,117,0.987,75.123,0.655,59.091,0.423,0.402,,
ppard,SIEVE-Score‡,1.0,NEF,,33.8,64.8,33.723,240,12490,125,81,0.989,93.963,0.667,64.8,0.461,0.436,,
pparg,SIEVE-Score‡,1.0,NEF,,34.4,64.729,34.483,484,25784,258,167,0.99,95.929,0.671,64.729,0.466,0.443,,
prgr,SIEVE-Score‡,1.0,NEF,,47.1,86.25,46.931,293,15943,160,138,0.997,335.045,0.735,86.25,0.633,0.604,,
ptn1,SIEVE-Score‡,1.0,NEF,,53.2,93.243,52.933,130,7380,74,69,0.999,769.615,0.765,93.243,0.7,0.672,,
pur2,SIEVE-Score‡,1.0,NEF,,54.6,100.0,55.0,50,2750,28,28,1.0,inf,0.78,100.0,0.745,0.714,,
pygm,SIEVE-Score‡,1.0,NEF,,34.8,65.854,34.441,77,4027,41,27,0.99,98.933,0.674,65.854,0.474,0.45,,
pyrd,SIEVE-Score‡,1.0,NEF,,56.8,95.455,56.421,111,6561,66,63,0.999,1220.27,0.784,95.455,0.733,0.708,,
reni,SIEVE-Score‡,1.0,NEF,,26.0,38.028,25.823,104,7062,71,27,0.976,41.055,0.627,38.028,0.306,0.3,,
rock1,SIEVE-Score‡,1.0,NEF,,48.4,75.0,48.0,100,6400,64,48,0.995,189.0,0.739,75.0,0.595,0.58,,
rxra,SIEVE-Score‡,1.0,NEF,,40.5,74.648,40.35,131,7081,71,53,0.994,156.213,0.701,74.648,0.544,0.518,,
sahh,SIEVE-Score‡,1.0,NEF,,34.8,61.111,34.077,63,3513,36,22,0.989,86.054,0.673,61.111,0.455,0.437,,
src,SIEVE-Score‡,1.0,NEF,,44.9,67.236,44.941,524,35024,351,236,0.993,135.115,0.724,67.236,0.545,0.534,,
tgfr1,SIEVE-Score‡,1.0,NEF,,61.5,94.253,61.179,133,8633,87,82,0.999,1048.12,0.808,94.253,0.76,0.742,,
thb,SIEVE-Score‡,1.0,NEF,,36.6,50.0,36.665,103,7553,76,38,0.986,72.33,0.682,50.0,0.423,0.418,,
thrb,SIEVE-Score‡,1.0,NEF,,51.6,86.545,51.561,461,27465,275,238,0.997,376.793,0.757,86.545,0.664,0.642,,
try1,SIEVE-Score‡,1.0,NEF,,56.5,95.849,56.419,449,26429,265,254,0.999,1336.084,0.783,95.849,0.733,0.708,,
tryb1,SIEVE-Score‡,1.0,NEF,,49.8,94.872,49.987,148,7798,78,74,0.999,956.25,0.75,94.872,0.685,0.65,,
tysy,SIEVE-Score‡,1.0,NEF,,58.7,92.754,58.367,109,6859,69,64,0.999,792.661,0.793,92.754,0.735,0.716,,
urok,SIEVE-Score‡,1.0,NEF,,57.0,92.079,56.907,162,10012,101,93,0.999,706.829,0.787,92.079,0.724,0.704,,
vgfr2,SIEVE-Score‡,1.0,NEF,,37.4,60.236,37.348,409,25359,254,153,0.989,92.41,0.685,60.236,0.468,0.455,,
wee1,SIEVE-Score‡,1.0,NEF,,60.7,98.413,60.321,102,6252,63,62,1.0,3738.235,0.804,98.413,0.771,0.748,,
xiap,SIEVE-Score‡,1.0,NEF,,51.8,98.113,51.509,100,5250,53,52,1.0,2678.0,0.76,98.113,0.711,0.675,,
aa2ar,DLIGAND2,1.0,NEF,,2.5,3.738,2.484,482,32032,321,12,0.718,2.542,0.508,3.738,0.018,0.018,,
abl1,DLIGAND2,1.0,NEF,,7.49,12.727,7.645,182,10932,110,14,0.896,8.614,0.534,12.727,0.087,0.084,,
ace,DLIGAND2,1.0,NEF,,2.99,4.651,2.834,282,17182,172,8,0.745,2.923,0.509,4.651,0.024,0.023,,
aces,DLIGAND2,1.0,NEF,,0.75,1.119,0.66,453,26703,268,3,0.396,0.656,0.498,1.119,-0.004,-0.004,,
ada,DLIGAND2,1.0,NEF,,0.39,0.0,0.0,93,5543,56,0,0.0,0.0,0.495,0.0,-0.013,-0.013,,
ada17,DLIGAND2,1.0,NEF,,1.56,2.192,1.501,532,36432,365,8,0.602,1.512,0.503,2.192,0.006,0.006,,
adrb1,DLIGAND2,1.0,NEF,,6.78,10.559,6.881,247,16097,161,17,0.883,7.576,0.53,10.559,0.074,0.072,,
adrb2,DLIGAND2,1.0,NEF,,7.17,11.111,7.326,231,15231,153,17,0.89,8.117,0.532,11.111,0.079,0.077,,
akt1,DLIGAND2,1.0,NEF,,9.24,16.071,9.184,293,16743,168,27,0.915,10.751,0.542,16.071,0.11,0.106,,
akt2,DLIGAND2,1.0,NEF,,1.06,1.408,0.845,117,7017,71,1,0.457,0.842,0.499,1.408,-0.002,-0.002,,
aldr,DLIGAND2,1.0,NEF,,0.45,1.087,0.626,159,9159,92,1,0.383,0.622,0.498,1.087,-0.005,-0.005,,
ampc,DLIGAND2,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0,0.0,0.0,0.495,0.0,-0.013,-0.013,,
andr,DLIGAND2,1.0,NEF,,0.19,0.68,0.37,269,14619,147,1,0.268,0.365,0.497,0.68,-0.009,-0.008,,
aofb,DLIGAND2,1.0,NEF,,3.57,5.634,3.243,122,7022,71,4,0.772,3.377,0.512,5.634,0.03,0.029,,
bace1,DLIGAND2,1.0,NEF,,13.39,20.652,13.415,283,18383,184,38,0.943,16.646,0.563,20.652,0.156,0.152,,
braf,DLIGAND2,1.0,NEF,,4.41,6.863,4.561,152,10102,102,7,0.828,4.823,0.518,6.863,0.044,0.044,,
cah2,DLIGAND2,1.0,NEF,,0.36,0.631,0.406,492,31664,317,2,0.287,0.402,0.497,0.631,-0.008,-0.007,,
casp3,DLIGAND2,1.0,NEF,,2.86,5.505,3.015,199,10899,109,6,0.758,3.132,0.51,5.505,0.028,0.026,,
cdk2,DLIGAND2,1.0,NEF,,1.0,1.761,1.052,474,28324,284,5,0.513,1.053,0.5,1.761,0.001,0.001,,
comt,DLIGAND2,1.0,NEF,,0.0,0.0,0.0,41,3891,39,0,0.0,0.0,0.495,0.0,-0.01,-0.01,,
cp2c9,DLIGAND2,1.0,NEF,,6.59,10.526,6.64,120,7570,76,8,0.88,7.304,0.529,10.526,0.072,0.07,,
cp3a4,DLIGAND2,1.0,NEF,,3.62,5.0,3.521,170,11970,120,6,0.785,3.653,0.513,5.0,0.03,0.03,,
csf1r,DLIGAND2,1.0,NEF,,0.35,0.806,0.598,166,12316,124,1,0.373,0.595,0.498,0.806,-0.005,-0.005,,
cxcr4,DLIGAND2,1.0,NEF,,0.0,0.0,0.0,40,3446,35,0,0.0,0.0,0.495,0.0,-0.011,-0.011,,
def,DLIGAND2,1.0,NEF,,0.0,0.0,0.0,102,5802,59,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
dhi1,DLIGAND2,1.0,NEF,,0.39,0.508,0.303,330,19680,197,1,0.23,0.299,0.496,0.508,-0.009,-0.009,,
dpp4,DLIGAND2,1.0,NEF,,1.02,1.205,0.938,533,41483,415,5,0.484,0.937,0.5,1.205,-0.001,-0.001,,
drd3,DLIGAND2,1.0,NEF,,2.52,3.468,2.495,480,34530,346,12,0.718,2.549,0.508,3.468,0.018,0.018,,
dyr,DLIGAND2,1.0,NEF,,3.37,4.571,3.45,231,17431,175,8,0.781,3.567,0.512,4.571,0.029,0.028,,
