Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
akt1,GlideSP/GlideSP,5.0,NEF,,3.536,11.406,3.536,40,1240,62,7.072,0.794,3.862,0.566,17.679,0.106,0.104,0.733,0.187
alr2,GlideSP/GlideSP,0.5,NEF,,13.136,42.373,13.136,40,1240,7,2.966,0.957,22.059,0.535,42.373,0.167,0.118,0.674,0.206
alr2,GlideSP/GlideSP,1.0,NEF,,7.073,22.816,7.073,40,1240,13,2.966,0.899,8.868,0.533,22.816,0.114,0.098,0.674,0.206
alr2,GlideSP/GlideSP,5.0,NEF,,4.449,14.352,4.449,40,1240,62,8.898,0.834,5.027,0.589,22.246,0.144,0.141,0.674,0.206
ar,GlideSP/GlideSP,0.5,NEF,,16.929,54.608,16.929,40,1240,7,3.823,0.973,36.091,0.546,54.608,0.219,0.155,0.84,0.671
ar,GlideSP/GlideSP,1.0,NEF,,16.122,52.008,16.122,40,1240,13,6.761,0.97,32.51,0.582,52.008,0.284,0.243,0.84,0.671
ar,GlideSP/GlideSP,5.0,NEF,,9.17,29.579,9.17,40,1240,62,18.339,0.926,12.601,0.711,45.848,0.342,0.333,0.84,0.671
aurka,GlideSP/GlideSP,0.5,NEF,,17.729,57.19,17.729,40,1240,7,4.003,0.976,40.077,0.549,57.19,0.23,0.162,0.811,0.421
aurka,GlideSP/GlideSP,1.0,NEF,,14.32,46.192,14.32,40,1240,13,6.005,0.963,25.754,0.572,46.192,0.25,0.214,0.811,0.421
aurka,GlideSP/GlideSP,5.0,NEF,,8.138,26.251,8.138,40,1240,62,16.276,0.914,10.679,0.684,40.689,0.299,0.291,0.811,0.421
aurkb,GlideSP/GlideSP,0.5,NEF,,17.357,55.991,17.357,40,1240,7,3.919,0.974,38.168,0.548,55.991,0.225,0.159,0.774,0.458
aurkb,GlideSP/GlideSP,1.0,NEF,,16.356,52.761,16.356,40,1240,13,6.859,0.971,33.506,0.583,52.761,0.289,0.247,0.774,0.458
aurkb,GlideSP/GlideSP,5.0,NEF,,7.469,24.094,7.469,40,1240,62,14.939,0.905,9.523,0.667,37.346,0.271,0.264,0.774,0.458
bcl2,GlideSP/GlideSP,0.5,NEF,,8.736,28.18,8.736,40,1240,7,1.973,0.922,11.771,0.523,28.18,0.106,0.075,0.758,0.249
bcl2,GlideSP/GlideSP,1.0,NEF,,9.408,30.347,9.408,40,1240,13,3.945,0.929,13.071,0.546,30.347,0.158,0.135,0.758,0.249
bcl2,GlideSP/GlideSP,5.0,NEF,,4.931,15.908,4.931,40,1240,62,9.863,0.85,5.675,0.602,24.657,0.165,0.16,0.758,0.249
braf,GlideSP/GlideSP,0.5,NEF,,4.429,14.286,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,0.713,0.105
braf,GlideSP/GlideSP,1.0,NEF,,4.769,15.385,4.769,40,1240,13,2.0,0.845,5.455,0.52,15.385,0.071,0.061,0.713,0.105
braf,GlideSP/GlideSP,5.0,NEF,,2.541,8.197,2.541,40,1240,62,5.082,0.728,2.679,0.54,12.705,0.065,0.063,0.713,0.105
catl,GlideSP/GlideSP,0.5,NEF,,4.404,14.205,4.404,40,1240,7,0.994,0.832,4.967,0.51,14.205,0.047,0.033,0.689,0.16
catl,GlideSP/GlideSP,1.0,NEF,,4.742,15.298,4.742,40,1240,13,1.989,0.844,5.418,0.52,15.298,0.07,0.06,0.689,0.16
catl,GlideSP/GlideSP,5.0,NEF,,2.486,8.019,2.486,40,1240,62,4.972,0.723,2.615,0.538,12.429,0.062,0.061,0.689,0.16
cdk2,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.852,0.218
cdk2,GlideSP/GlideSP,1.0,NEF,,7.475,24.113,7.475,40,1240,13,3.135,0.905,9.532,0.535,24.113,0.122,0.104,0.852,0.218
cdk2,GlideSP/GlideSP,5.0,NEF,,5.98,19.29,5.98,40,1240,62,11.96,0.878,7.17,0.629,29.9,0.209,0.203,0.852,0.218
cox1,GlideSP/GlideSP,0.5,NEF,,23.932,77.199,23.932,40,1240,7,5.404,0.99,101.572,0.567,77.199,0.315,0.222,0.748,0.427
cox1,GlideSP/GlideSP,1.0,NEF,,11.966,38.599,11.966,40,1240,13,5.018,0.95,18.859,0.559,38.599,0.206,0.176,0.748,0.427
cox1,GlideSP/GlideSP,5.0,NEF,,6.154,19.851,6.154,40,1240,62,12.308,0.881,7.43,0.633,30.769,0.216,0.21,0.748,0.427
cox2,GlideSP/GlideSP,0.5,NEF,,18.486,59.634,18.486,40,1240,7,4.174,0.978,44.32,0.551,59.634,0.241,0.17,0.938,0.84
cox2,GlideSP/GlideSP,1.0,NEF,,20.541,66.26,20.541,40,1240,13,8.614,0.983,58.915,0.606,66.26,0.367,0.314,0.938,0.84
cox2,GlideSP/GlideSP,5.0,NEF,,11.823,38.138,11.823,40,1240,62,23.646,0.949,18.495,0.78,59.114,0.453,0.442,0.938,0.84
ctsk,GlideSP/GlideSP,0.5,NEF,,4.411,14.228,4.411,40,1240,7,0.996,0.833,4.976,0.51,14.228,0.047,0.033,0.743,0.121
ctsk,GlideSP/GlideSP,1.0,NEF,,2.375,7.661,2.375,40,1240,13,0.996,0.713,2.489,0.507,7.661,0.026,0.022,0.743,0.121
ctsk,GlideSP/GlideSP,5.0,NEF,,3.486,11.245,3.486,40,1240,62,6.972,0.792,3.801,0.564,17.429,0.104,0.101,0.743,0.121
cyp2a6,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.763,0.264
cyp2a6,GlideSP/GlideSP,1.0,NEF,,2.775,8.951,2.775,40,1240,13,1.164,0.747,2.949,0.51,8.951,0.033,0.029,0.763,0.264
cyp2a6,GlideSP/GlideSP,5.0,NEF,,6.659,21.481,6.659,40,1240,62,13.319,0.891,8.208,0.646,33.296,0.237,0.231,0.763,0.264
dhfr,GlideSP/GlideSP,0.5,NEF,,4.371,14.101,4.371,40,1240,7,0.987,0.831,4.925,0.51,14.101,0.046,0.033,0.686,0.119
dhfr,GlideSP/GlideSP,1.0,NEF,,4.708,15.186,4.708,40,1240,13,1.974,0.843,5.372,0.52,15.186,0.07,0.06,0.686,0.119
dhfr,GlideSP/GlideSP,5.0,NEF,,2.468,7.96,2.468,40,1240,62,4.935,0.722,2.595,0.538,12.339,0.061,0.06,0.686,0.119
egfr,GlideSP/GlideSP,0.5,NEF,,8.828,28.477,8.828,40,1240,7,1.993,0.923,11.944,0.523,28.477,0.108,0.076,0.794,0.207
egfr,GlideSP/GlideSP,1.0,NEF,,4.753,15.334,4.753,40,1240,13,1.993,0.845,5.433,0.52,15.334,0.071,0.06,0.794,0.207
egfr,GlideSP/GlideSP,5.0,NEF,,5.572,17.973,5.572,40,1240,62,11.143,0.868,6.573,0.618,27.858,0.191,0.187,0.794,0.207
ephb4,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.628,0.015
ephb4,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.628,0.015
ephb4,GlideSP/GlideSP,5.0,NEF,,1.493,4.815,1.493,40,1240,62,2.985,0.603,1.518,0.513,7.463,0.021,0.02,0.628,0.015
erbb2,GlideSP/GlideSP,0.5,NEF,,24.667,79.57,24.667,40,1240,7,5.57,0.992,116.842,0.569,79.57,0.326,0.23,0.96,0.888
erbb2,GlideSP/GlideSP,1.0,NEF,,27.133,87.527,27.133,40,1240,13,11.378,0.995,210.517,0.642,87.527,0.491,0.42,0.96,0.888
erbb2,GlideSP/GlideSP,5.0,NEF,,14.307,46.151,14.307,40,1240,62,28.613,0.963,25.711,0.844,71.533,0.557,0.543,0.96,0.888
er-beta,GlideSP/GlideSP,0.5,NEF,,28.586,92.214,28.586,40,1240,7,6.455,0.997,355.286,0.58,92.214,0.379,0.268,0.952,0.936
er-beta,GlideSP/GlideSP,1.0,NEF,,28.586,92.214,28.586,40,1240,13,11.988,0.997,355.286,0.649,92.214,0.518,0.444,0.952,0.936
er-beta,GlideSP/GlideSP,5.0,NEF,,15.654,50.498,15.654,40,1240,62,31.309,0.968,30.603,0.879,78.272,0.614,0.598,0.952,0.936
fgfr1,GlideSP/GlideSP,0.5,NEF,,14.738,47.54,14.738,40,1240,7,3.328,0.965,27.187,0.54,47.54,0.189,0.133,0.758,0.504
fgfr1,GlideSP/GlideSP,1.0,NEF,,14.738,47.54,14.738,40,1240,13,6.18,0.965,27.187,0.574,47.54,0.258,0.221,0.758,0.504
fgfr1,GlideSP/GlideSP,5.0,NEF,,8.493,27.396,8.493,40,1240,62,16.986,0.919,11.32,0.694,42.464,0.314,0.306,0.758,0.504
fkbp1a,GlideSP/GlideSP,0.5,NEF,,32.395,104.499,32.395,40,1240,7,7.315,1.001,inf,0.592,100.0,0.432,0.305,0.62,0.589
fkbp1a,GlideSP/GlideSP,1.0,NEF,,22.427,72.346,22.427,40,1240,13,9.405,0.987,78.482,0.616,72.346,0.403,0.345,0.62,0.589
fkbp1a,GlideSP/GlideSP,5.0,NEF,,6.27,20.226,6.27,40,1240,62,12.54,0.884,7.606,0.636,31.35,0.221,0.215,0.62,0.589
fxa,GlideSP/GlideSP,0.5,NEF,,25.491,82.23,25.491,40,1240,7,5.756,0.993,138.829,0.571,82.23,0.337,0.238,0.874,0.678
fxa,GlideSP/GlideSP,1.0,NEF,,22.942,74.007,22.942,40,1240,13,9.621,0.988,85.418,0.619,74.007,0.412,0.353,0.874,0.678
fxa,GlideSP/GlideSP,5.0,NEF,,9.687,31.248,9.687,40,1240,62,19.374,0.932,13.635,0.724,48.434,0.364,0.355,0.874,0.678
gba,GlideSP/GlideSP,0.5,NEF,,13.232,42.684,13.232,40,1240,7,2.988,0.957,22.342,0.536,42.684,0.168,0.119,0.452,0.252
gba,GlideSP/GlideSP,1.0,NEF,,9.5,30.645,9.5,40,1240,13,3.984,0.93,13.256,0.546,30.645,0.16,0.137,0.452,0.252
gba,GlideSP/GlideSP,5.0,NEF,,2.988,9.638,2.988,40,1240,62,5.976,0.762,3.2,0.551,14.94,0.083,0.081,0.452,0.252
gr,GlideSP/GlideSP,0.5,NEF,,4.368,14.09,4.368,40,1240,7,0.986,0.831,4.92,0.51,14.09,0.046,0.033,0.547,0.09
gr,GlideSP/GlideSP,1.0,NEF,,2.352,7.587,2.352,40,1240,13,0.986,0.711,2.463,0.507,7.587,0.025,0.022,0.547,0.09
gr,GlideSP/GlideSP,5.0,NEF,,1.479,4.772,1.479,40,1240,62,2.959,0.601,1.503,0.512,7.397,0.02,0.02,0.547,0.09
gsk3b,GlideSP/GlideSP,0.5,NEF,,21.536,69.47,21.536,40,1240,7,4.863,0.986,68.264,0.56,69.47,0.282,0.199,0.816,0.547
gsk3b,GlideSP/GlideSP,1.0,NEF,,20.873,67.333,20.873,40,1240,13,8.753,0.984,61.834,0.608,67.333,0.373,0.32,0.816,0.547
gsk3b,GlideSP/GlideSP,5.0,NEF,,7.414,23.916,7.414,40,1240,62,14.828,0.904,9.43,0.666,37.07,0.269,0.262,0.816,0.547
hdac2,GlideSP/GlideSP,0.5,NEF,,30.35,97.903,30.35,40,1240,7,6.853,0.999,1400.769,0.586,97.903,0.404,0.285,0.733,0.56
hdac2,GlideSP/GlideSP,1.0,NEF,,23.346,75.31,23.346,40,1240,13,9.79,0.989,91.508,0.621,75.31,0.42,0.359,0.733,0.56
hdac2,GlideSP/GlideSP,5.0,NEF,,6.468,20.865,6.468,40,1240,62,12.936,0.888,7.91,0.641,32.34,0.229,0.223,0.733,0.56
hdac8,GlideSP/GlideSP,0.5,NEF,,4.407,14.217,4.407,40,1240,7,0.995,0.833,4.972,0.51,14.217,0.047,0.033,0.654,0.055
hdac8,GlideSP/GlideSP,1.0,NEF,,2.373,7.655,2.373,40,1240,13,0.995,0.713,2.487,0.507,7.655,0.026,0.022,0.654,0.055
hdac8,GlideSP/GlideSP,5.0,NEF,,0.995,3.21,0.995,40,1240,62,1.99,0.499,0.995,0.5,4.976,-0.0,-0.0,0.654,0.055
hiv1pr,GlideSP/GlideSP,0.5,NEF,,28.17,90.871,28.17,40,1240,7,6.361,0.997,298.608,0.579,90.871,0.374,0.264,0.8,0.731
hiv1pr,GlideSP/GlideSP,1.0,NEF,,25.281,81.551,25.281,40,1240,13,10.602,0.993,132.606,0.632,81.551,0.456,0.39,0.8,0.731
hiv1pr,GlideSP/GlideSP,5.0,NEF,,9.698,31.283,9.698,40,1240,62,19.396,0.932,13.658,0.725,48.489,0.364,0.355,0.8,0.731
hiv1rt,GlideSP/GlideSP,0.5,NEF,,18.301,59.035,18.301,40,1240,7,4.132,0.977,43.233,0.55,59.035,0.238,0.168,0.679,0.291
hiv1rt,GlideSP/GlideSP,1.0,NEF,,9.854,31.788,9.854,40,1240,13,4.132,0.933,13.98,0.548,31.788,0.166,0.142,0.679,0.291
hiv1rt,GlideSP/GlideSP,5.0,NEF,,3.675,11.855,3.675,40,1240,62,7.35,0.801,4.035,0.569,18.376,0.112,0.109,0.679,0.291
hmgr,GlideSP/GlideSP,0.5,NEF,,26.507,85.507,26.507,40,1240,7,5.985,0.994,176.995,0.574,85.507,0.351,0.247,0.94,0.844
hmgr,GlideSP/GlideSP,1.0,NEF,,28.546,92.084,28.546,40,1240,13,11.971,0.997,348.997,0.649,92.084,0.518,0.443,0.94,0.844
hmgr,GlideSP/GlideSP,5.0,NEF,,13.966,45.052,13.966,40,1240,62,27.932,0.961,24.597,0.835,69.831,0.543,0.529,0.94,0.844
hsp90,GlideSP/GlideSP,0.5,NEF,,4.336,13.986,4.336,40,1240,7,0.979,0.83,4.878,0.51,13.986,0.046,0.032,0.603,0.062
hsp90,GlideSP/GlideSP,1.0,NEF,,2.335,7.531,2.335,40,1240,13,0.979,0.71,2.443,0.507,7.531,0.025,0.021,0.603,0.062
hsp90,GlideSP/GlideSP,5.0,NEF,,0.995,3.21,0.995,40,1240,62,1.99,0.499,0.995,0.5,4.975,-0.0,-0.0,0.603,0.062
igf1r,GlideSP/GlideSP,0.5,NEF,,9.932,32.037,9.932,40,1240,7,2.243,0.934,14.142,0.526,32.037,0.123,0.087,0.75,0.218
igf1r,GlideSP/GlideSP,1.0,NEF,,4.966,16.019,4.966,40,1240,13,2.082,0.851,5.722,0.521,16.019,0.075,0.064,0.75,0.218
igf1r,GlideSP/GlideSP,5.0,NEF,,3.03,9.774,3.03,40,1240,62,6.06,0.765,3.25,0.552,15.15,0.085,0.083,0.75,0.218
inha,GlideSP/GlideSP,0.5,NEF,,26.25,84.677,26.25,40,1240,7,5.927,0.994,165.789,0.574,84.677,0.347,0.245,0.556,0.564
inha,GlideSP/GlideSP,1.0,NEF,,18.846,60.794,18.846,40,1240,13,7.903,0.979,46.519,0.597,60.794,0.335,0.287,0.556,0.564
inha,GlideSP/GlideSP,5.0,NEF,,7.903,25.494,7.903,40,1240,62,15.806,0.911,10.265,0.678,39.516,0.289,0.282,0.556,0.564
itk,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.688,0.03
itk,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.688,0.03
itk,GlideSP/GlideSP,5.0,NEF,,0.998,3.221,0.998,40,1240,62,1.997,0.5,0.998,0.5,4.992,-0.0,-0.0,0.688,0.03
jak3,GlideSP/GlideSP,0.5,NEF,,4.988,16.089,4.988,40,1240,7,1.126,0.852,5.752,0.512,16.089,0.055,0.039,0.817,0.39
jak3,GlideSP/GlideSP,1.0,NEF,,14.962,48.266,14.962,40,1240,13,6.275,0.966,27.989,0.576,48.266,0.262,0.225,0.817,0.39
jak3,GlideSP/GlideSP,5.0,NEF,,7.98,25.742,7.98,40,1240,62,15.96,0.912,10.4,0.68,39.9,0.292,0.285,0.817,0.39
jnk1,GlideSP/GlideSP,0.5,NEF,,5.25,16.935,5.25,40,1240,7,1.185,0.859,6.117,0.512,16.935,0.058,0.041,0.696,0.297
jnk1,GlideSP/GlideSP,1.0,NEF,,7.875,25.403,7.875,40,1240,13,3.302,0.911,10.216,0.537,25.403,0.129,0.111,0.696,0.297
jnk1,GlideSP/GlideSP,5.0,NEF,,6.3,20.323,6.3,40,1240,62,12.6,0.884,7.652,0.637,31.5,0.222,0.216,0.696,0.297
jnk2,GlideSP/GlideSP,0.5,NEF,,25.021,80.714,25.021,40,1240,7,5.65,0.992,125.554,0.57,80.714,0.33,0.233,0.556,0.387
jnk2,GlideSP/GlideSP,1.0,NEF,,12.511,40.357,12.511,40,1240,13,5.246,0.953,20.299,0.562,40.357,0.216,0.185,0.556,0.387
jnk2,GlideSP/GlideSP,5.0,NEF,,3.562,11.491,3.562,40,1240,62,7.125,0.796,3.895,0.566,17.812,0.107,0.105,0.556,0.387
jnk3,GlideSP/GlideSP,0.5,NEF,,4.429,14.286,4.429,40,1240,7,1.0,0.833,5.0,0.51,14.286,0.047,0.033,0.715,0.134
jnk3,GlideSP/GlideSP,1.0,NEF,,2.385,7.692,2.385,40,1240,13,1.0,0.714,2.5,0.508,7.692,0.026,0.022,0.715,0.134
jnk3,GlideSP/GlideSP,5.0,NEF,,3.557,11.475,3.557,40,1240,62,7.115,0.795,3.889,0.566,17.787,0.107,0.104,0.715,0.134
kif11,GlideSP/GlideSP,0.5,NEF,,21.589,69.643,21.589,40,1240,7,4.875,0.986,68.824,0.56,69.643,0.283,0.2,0.907,0.558
kif11,GlideSP/GlideSP,1.0,NEF,,16.275,52.5,16.275,40,1240,13,6.825,0.971,33.158,0.583,52.5,0.287,0.246,0.907,0.558
kif11,GlideSP/GlideSP,5.0,NEF,,9.414,30.369,9.414,40,1240,62,18.829,0.929,13.084,0.717,47.072,0.352,0.343,0.907,0.558
lck,GlideSP/GlideSP,0.5,NEF,,4.3,13.871,4.3,40,1240,7,0.971,0.829,4.831,0.51,13.871,0.045,0.032,0.768,0.227
lck,GlideSP/GlideSP,1.0,NEF,,6.946,22.407,6.946,40,1240,13,2.913,0.897,8.663,0.532,22.407,0.112,0.096,0.768,0.227
lck,GlideSP/GlideSP,5.0,NEF,,4.441,14.326,4.441,40,1240,62,8.882,0.834,5.016,0.589,22.205,0.144,0.14,0.768,0.227
mdm2,GlideSP/GlideSP,0.5,NEF,,14.975,48.306,14.975,40,1240,7,3.381,0.966,28.034,0.541,48.306,0.192,0.136,0.587,0.221
mdm2,GlideSP/GlideSP,1.0,NEF,,7.488,24.153,7.488,40,1240,13,3.14,0.905,9.553,0.535,24.153,0.122,0.104,0.587,0.221
mdm2,GlideSP/GlideSP,5.0,NEF,,2.995,9.661,2.995,40,1240,62,5.99,0.762,3.208,0.552,14.975,0.084,0.081,0.587,0.221
mk2,GlideSP/GlideSP,0.5,NEF,,10.486,33.827,10.486,40,1240,7,2.368,0.939,15.336,0.528,33.827,0.131,0.092,0.82,0.292
mk2,GlideSP/GlideSP,1.0,NEF,,7.865,25.371,7.865,40,1240,13,3.298,0.911,10.199,0.537,25.371,0.129,0.11,0.82,0.292
mk2,GlideSP/GlideSP,5.0,NEF,,5.865,18.92,5.865,40,1240,62,11.731,0.875,7.001,0.626,29.327,0.204,0.199,0.82,0.292
mmp2,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.588,0.03
mmp2,GlideSP/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.588,0.03
mmp2,GlideSP/GlideSP,5.0,NEF,,0.99,3.195,0.99,40,1240,62,1.981,0.497,0.99,0.5,4.952,-0.0,-0.0,0.588,0.03
na,GlideSP/GlideSP,0.5,NEF,,26.55,85.645,26.55,40,1240,7,5.995,0.994,178.989,0.575,85.645,0.351,0.248,0.929,0.809
na,GlideSP/GlideSP,1.0,NEF,,26.21,84.547,26.21,40,1240,13,10.991,0.994,164.139,0.637,84.547,0.474,0.405,0.929,0.809
na,GlideSP/GlideSP,5.0,NEF,,12.99,41.902,12.99,40,1240,62,25.979,0.956,21.637,0.81,64.948,0.502,0.489,0.929,0.809
p38-alpha,GlideSP/GlideSP,0.5,NEF,,13.093,42.235,13.093,40,1240,7,2.956,0.956,21.935,0.535,42.235,0.166,0.117,0.741,0.417
p38-alpha,GlideSP/GlideSP,1.0,NEF,,9.4,30.323,9.4,40,1240,13,3.942,0.929,13.056,0.546,30.323,0.158,0.135,0.741,0.417
p38-alpha,GlideSP/GlideSP,5.0,NEF,,7.391,23.842,7.391,40,1240,62,14.782,0.904,9.392,0.665,36.956,0.268,0.261,0.741,0.417
parp-1,GlideSP/GlideSP,0.5,NEF,,25.843,83.364,25.843,40,1240,7,5.835,0.993,150.332,0.572,83.364,0.342,0.241,0.891,0.761
parp-1,GlideSP/GlideSP,1.0,NEF,,27.831,89.777,27.831,40,1240,13,11.671,0.996,263.447,0.645,89.777,0.504,0.431,0.891,0.761
parp-1,GlideSP/GlideSP,5.0,NEF,,11.368,36.671,11.368,40,1240,62,22.736,0.946,17.372,0.768,56.84,0.434,0.423,0.891,0.761
pde4b,GlideSP/GlideSP,0.5,NEF,,4.4,14.194,4.4,40,1240,7,0.994,0.832,4.962,0.51,14.194,0.047,0.033,0.624,0.109
pde4b,GlideSP/GlideSP,1.0,NEF,,2.369,7.643,2.369,40,1240,13,0.994,0.713,2.483,0.507,7.643,0.026,0.022,0.624,0.109
pde4b,GlideSP/GlideSP,5.0,NEF,,2.981,9.615,2.981,40,1240,62,5.961,0.761,3.191,0.551,14.903,0.083,0.081,0.624,0.109
pde5,GlideSP/GlideSP,0.5,NEF,,4.609,14.868,4.609,40,1240,7,1.041,0.84,5.239,0.511,14.868,0.05,0.035,0.564,0.141
pde5,GlideSP/GlideSP,1.0,NEF,,7.445,24.017,7.445,40,1240,13,3.122,0.905,9.483,0.535,24.017,0.121,0.104,0.564,0.141
pde5,GlideSP/GlideSP,5.0,NEF,,1.561,5.036,1.561,40,1240,62,3.122,0.614,1.591,0.514,7.806,0.024,0.023,0.564,0.141
pdk1,GlideSP/GlideSP,0.5,NEF,,27.203,87.752,27.203,40,1240,7,6.143,0.995,214.931,0.576,87.752,0.36,0.254,0.904,0.754
pdk1,GlideSP/GlideSP,1.0,NEF,,26.854,86.627,26.854,40,1240,13,11.261,0.995,194.326,0.64,86.627,0.486,0.416,0.904,0.754
pdk1,GlideSP/GlideSP,5.0,NEF,,11.446,36.923,11.446,40,1240,62,22.892,0.946,17.561,0.77,57.23,0.438,0.426,0.904,0.754
pi3kg,GlideSP/GlideSP,0.5,NEF,,13.297,42.893,13.297,40,1240,7,3.002,0.958,22.533,0.536,42.893,0.169,0.119,0.816,0.312
pi3kg,GlideSP/GlideSP,1.0,NEF,,9.546,30.795,9.546,40,1240,13,4.003,0.93,13.349,0.546,30.795,0.161,0.137,0.816,0.312
pi3kg,GlideSP/GlideSP,5.0,NEF,,7.629,24.611,7.629,40,1240,62,15.259,0.907,9.793,0.671,38.146,0.278,0.271,0.816,0.312
pim-1,GlideSP/GlideSP,0.5,NEF,,12.954,41.786,12.954,40,1240,7,2.925,0.956,21.534,0.535,41.786,0.164,0.116,0.885,0.437
pim-1,GlideSP/GlideSP,1.0,NEF,,13.95,45.0,13.95,40,1240,13,5.85,0.961,24.545,0.57,45.0,0.243,0.208,0.885,0.437
pim-1,GlideSP/GlideSP,5.0,NEF,,6.441,20.779,6.441,40,1240,62,12.883,0.887,7.869,0.641,32.207,0.228,0.222,0.885,0.437
pim-2,GlideSP/GlideSP,0.5,NEF,,8.85,28.548,8.85,40,1240,7,1.998,0.923,11.986,0.523,28.548,0.108,0.076,0.824,0.295
pim-2,GlideSP/GlideSP,1.0,NEF,,7.148,23.058,7.148,40,1240,13,2.998,0.9,8.99,0.533,23.058,0.116,0.099,0.824,0.295
pim-2,GlideSP/GlideSP,5.0,NEF,,5.586,18.018,5.586,40,1240,62,11.171,0.868,6.593,0.618,27.928,0.192,0.187,0.824,0.295
pnp,GlideSP/GlideSP,0.5,NEF,,17.614,56.82,17.614,40,1240,7,3.977,0.975,39.477,0.548,56.82,0.229,0.161,0.774,0.399
pnp,GlideSP/GlideSP,1.0,NEF,,14.227,45.893,14.227,40,1240,13,5.966,0.962,25.446,0.572,45.893,0.249,0.213,0.774,0.399
pnp,GlideSP/GlideSP,5.0,NEF,,5.469,17.642,5.469,40,1240,62,10.938,0.865,6.426,0.615,27.345,0.187,0.182,0.774,0.399
ppara,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.705,0.054
ppara,GlideSP/GlideSP,1.0,NEF,,2.496,8.05,2.496,40,1240,13,1.047,0.724,2.627,0.508,8.05,0.028,0.024,0.705,0.054
ppara,GlideSP/GlideSP,5.0,NEF,,2.102,6.779,2.102,40,1240,62,4.203,0.686,2.182,0.528,10.508,0.046,0.045,0.705,0.054
pparg,GlideSP/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.611,0.081
pparg,GlideSP/GlideSP,1.0,NEF,,2.375,7.661,2.375,40,1240,13,0.996,0.713,2.489,0.507,7.661,0.026,0.022,0.611,0.081
pparg,GlideSP/GlideSP,5.0,NEF,,2.5,8.065,2.5,40,1240,62,5.0,0.725,2.632,0.539,12.5,0.063,0.061,0.611,0.081
pr,GlideSP/GlideSP,0.5,NEF,,4.9,15.806,4.9,40,1240,7,1.106,0.849,5.632,0.511,15.806,0.054,0.038,0.776,0.19
pr,GlideSP/GlideSP,1.0,NEF,,5.345,17.243,5.345,40,1240,13,2.242,0.862,6.251,0.524,17.243,0.082,0.07,0.776,0.19
pr,GlideSP/GlideSP,5.0,NEF,,6.219,20.062,6.219,40,1240,62,12.438,0.883,7.529,0.635,31.096,0.219,0.213,0.776,0.19
prkcq,GlideSP/GlideSP,0.5,NEF,,21.053,67.912,21.053,40,1240,7,4.754,0.984,63.492,0.558,67.912,0.276,0.195,0.878,0.525
prkcq,GlideSP/GlideSP,1.0,NEF,,15.789,50.934,15.789,40,1240,13,6.621,0.969,31.142,0.58,50.934,0.278,0.238,0.878,0.525
prkcq,GlideSP/GlideSP,5.0,NEF,,8.947,28.862,8.947,40,1240,62,17.895,0.924,12.172,0.705,44.737,0.333,0.324,0.878,0.525
pygl-in,GlideSP/GlideSP,0.5,NEF,,30.8,99.355,30.8,40,1240,7,6.955,1.0,4620.0,0.587,99.355,0.41,0.289,0.767,0.791
pygl-in,GlideSP/GlideSP,1.0,NEF,,30.8,99.355,30.8,40,1240,13,12.916,1.0,4620.0,0.661,99.355,0.56,0.479,0.767,0.791
pygl-in,GlideSP/GlideSP,5.0,NEF,,11.426,36.857,11.426,40,1240,62,22.852,0.946,17.512,0.769,57.129,0.437,0.426,0.767,0.791
pygl-out,GlideSP/GlideSP,0.5,NEF,,30.9,99.677,30.9,40,1240,7,6.977,1.0,9270.0,0.587,99.677,0.411,0.29,0.767,0.824
pygl-out,GlideSP/GlideSP,1.0,NEF,,28.523,92.01,28.523,40,1240,13,11.961,0.997,345.466,0.649,92.01,0.517,0.443,0.767,0.824
pygl-out,GlideSP/GlideSP,5.0,NEF,,9.968,32.154,9.968,40,1240,62,19.935,0.934,14.218,0.732,49.839,0.376,0.366,0.767,0.824
