Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
sahh,DDTA,1.0,NEF,,0.0,0.0,0.0,63,3513,36,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
src,DDTA,1.0,NEF,,1.91,2.858,1.91,524,35024,351,10.03,0.659,1.937,0.505,2.858,0.011,0.011,,0.06
tgfr1,DDTA,1.0,NEF,,10.53,16.223,10.53,133,8633,87,14.114,0.925,12.375,0.549,16.223,0.12,0.118,,0.14
thb,DDTA,1.0,NEF,,0.0,0.0,0.0,103,7553,76,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,,0.02
thrb,DDTA,1.0,NEF,,2.17,3.642,2.17,461,27465,275,10.016,0.689,2.214,0.506,3.642,0.015,0.015,,0.06
try1,DDTA,1.0,NEF,,4.23,7.186,4.23,449,26429,265,19.044,0.818,4.48,0.516,7.186,0.043,0.041,,0.09
tryb1,DDTA,1.0,NEF,,1.35,2.562,1.35,148,7798,78,1.999,0.576,1.359,0.502,2.562,0.005,0.005,,0.03
tysy,DDTA,1.0,NEF,,3.67,5.832,3.67,109,6859,69,4.024,0.793,3.835,0.514,5.832,0.034,0.033,,0.07
urok,DDTA,1.0,NEF,,2.47,3.997,2.47,162,10012,101,4.037,0.717,2.531,0.508,3.997,0.019,0.018,,0.06
vgfr2,DDTA,1.0,NEF,,4.65,7.5,4.65,409,25359,254,19.049,0.832,4.946,0.519,7.5,0.047,0.046,,0.08
wee1,DDTA,1.0,NEF,,0.0,0.0,0.0,102,6252,63,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,,0.0
xiap,DDTA,1.0,NEF,,0.0,0.0,0.0,100,5250,53,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,,0.0
aa2ar,CompScore*,1.0,NEF,,46.19,69.504,46.19,482,32032,321,223.108,0.993,149.184,0.73,69.504,0.562,0.55,,
abl1,CompScore*,1.0,NEF,,35.33,58.819,35.33,182,10932,110,64.701,0.988,84.363,0.676,58.819,0.45,0.436,,
ace,CompScore*,1.0,NEF,,29.5,48.417,29.5,282,17182,172,83.277,0.983,56.251,0.645,48.417,0.37,0.359,,
aces,CompScore*,1.0,NEF,,32.25,54.71,32.25,453,26703,268,146.623,0.986,70.0,0.66,54.71,0.413,0.399,,
ada,CompScore*,1.0,NEF,,45.58,76.474,45.58,93,5543,56,42.825,0.995,190.49,0.729,76.474,0.588,0.569,,
ada17,CompScore*,1.0,NEF,,51.06,74.561,51.06,532,36432,365,272.146,0.995,197.781,0.754,74.561,0.613,0.602,,
adrb1,CompScore*,1.0,NEF,,26.27,40.31,26.27,247,16097,161,64.899,0.977,43.335,0.628,40.31,0.317,0.31,,
adrb2,CompScore*,1.0,NEF,,23.94,36.308,23.94,231,15231,153,55.552,0.974,37.017,0.617,36.308,0.287,0.281,,
akt1,CompScore*,1.0,NEF,,37.57,65.747,37.57,293,16743,168,110.455,0.991,107.764,0.687,65.747,0.491,0.472,,
akt2,CompScore*,1.0,NEF,,36.13,60.242,36.13,117,7017,71,42.772,0.989,89.36,0.681,60.242,0.462,0.448,,
aldr,CompScore*,1.0,NEF,,32.02,55.587,32.02,159,9159,92,51.14,0.986,70.844,0.659,55.587,0.415,0.4,,
ampc,CompScore*,1.0,NEF,,39.27,65.043,39.27,48,2898,29,18.863,0.991,110.479,0.695,65.043,0.499,0.483,,
andr,CompScore*,1.0,NEF,,30.14,55.46,30.14,269,14619,147,81.526,0.985,66.424,0.649,55.46,0.402,0.384,,
aofb,CompScore*,1.0,NEF,,21.69,37.684,21.69,122,7022,71,26.756,0.972,34.202,0.606,37.684,0.278,0.268,,
bace1,CompScore*,1.0,NEF,,17.47,26.894,17.47,283,18383,184,49.486,0.959,23.529,0.584,26.894,0.207,0.202,,
braf,CompScore*,1.0,NEF,,36.68,55.191,36.68,152,10102,102,56.294,0.988,80.626,0.683,55.191,0.445,0.436,,
cah2,CompScore*,1.0,NEF,,31.74,49.318,31.74,492,31664,317,156.338,0.984,61.653,0.656,49.318,0.388,0.379,,
casp3,CompScore*,1.0,NEF,,17.54,32.026,17.54,199,10899,109,34.908,0.962,25.333,0.584,32.026,0.227,0.217,,
cdk2,CompScore*,1.0,NEF,,27.36,45.787,27.36,474,28324,284,130.034,0.98,49.623,0.634,45.787,0.346,0.335,,
comt,CompScore*,1.0,NEF,,91.85,96.784,91.85,41,3891,39,37.746,1.0,2825.589,0.96,96.784,0.943,0.943,,
cp2c9,CompScore*,1.0,NEF,,15.05,23.857,15.05,120,7570,76,18.132,0.951,19.452,0.572,23.857,0.18,0.175,,
cp3a4,CompScore*,1.0,NEF,,14.04,19.94,14.04,170,11970,120,23.928,0.945,17.288,0.566,19.94,0.158,0.155,,
csf1r,CompScore*,1.0,NEF,,33.01,44.492,33.01,166,12316,124,55.17,0.983,58.668,0.663,44.492,0.377,0.373,,
cxcr4,CompScore*,1.0,NEF,,51.61,59.907,51.61,40,3446,35,20.967,0.992,127.232,0.76,59.907,0.556,0.554,,
def,CompScore*,1.0,NEF,,58.46,102.774,58.46,102,5802,59,60.636,1.0,inf,0.797,100.0,0.779,0.75,,
dhi1,CompScore*,1.0,NEF,,19.94,33.436,19.94,330,19680,197,65.869,0.967,29.454,0.596,33.436,0.249,0.24,,
dpp4,CompScore*,1.0,NEF,,42.95,55.185,42.95,533,41483,415,229.017,0.99,94.607,0.713,55.185,0.481,0.477,,
drd3,CompScore*,1.0,NEF,,26.41,36.712,26.41,480,34530,346,127.025,0.976,41.15,0.629,36.712,0.304,0.299,,
dyr,CompScore*,1.0,NEF,,52.18,69.15,52.18,231,17431,175,121.013,0.994,166.901,0.76,69.15,0.597,0.591,,
egfr,CompScore*,1.0,NEF,,49.32,75.105,49.32,542,35592,356,267.374,0.995,195.097,0.745,75.105,0.604,0.591,,
esr1,CompScore*,1.0,NEF,,43.26,78.643,43.26,383,21068,211,165.937,0.995,198.877,0.716,78.643,0.578,0.553,,
esr2,CompScore*,1.0,NEF,,41.71,74.431,41.71,367,20566,206,153.329,0.994,160.219,0.708,74.431,0.552,0.529,,
fa10,CompScore*,1.0,NEF,,39.34,73.195,39.34,537,28862,289,211.534,0.993,144.034,0.696,73.195,0.531,0.506,,
fa7,CompScore*,1.0,NEF,,55.5,99.419,55.5,114,6364,64,63.628,1.0,9375.0,0.779,99.419,0.742,0.711,,
fabp4,CompScore*,1.0,NEF,,41.49,69.719,41.49,47,2797,28,19.521,0.993,134.713,0.706,69.719,0.532,0.514,,
fak1,CompScore*,1.0,NEF,,36.8,67.523,36.8,100,5450,55,37.138,0.991,111.232,0.684,67.523,0.494,0.472,,
fgfr1,CompScore*,1.0,NEF,,30.07,47.287,30.07,139,8839,89,42.086,0.983,56.148,0.649,47.287,0.371,0.361,,
fkb1a,CompScore*,1.0,NEF,,38.12,71.584,38.12,111,5911,60,42.95,0.992,131.63,0.692,71.584,0.52,0.496,,
fnta,CompScore*,1.0,NEF,,15.86,18.024,15.86,592,52092,521,93.906,0.95,19.127,0.575,18.024,0.16,0.16,,
fpps,CompScore*,1.0,NEF,,81.47,77.504,81.47,85,8935,90,69.753,0.997,358.702,0.909,82.063,0.796,0.795,,
gcr,CompScore*,1.0,NEF,,27.09,45.807,27.09,258,15258,153,70.085,0.98,49.143,0.633,45.807,0.344,0.333,,
glcm,CompScore*,1.0,NEF,,61.0,85.47,61.0,54,3854,39,33.333,0.998,413.929,0.808,85.47,0.723,0.713,,
gria2,CompScore*,1.0,NEF,,46.92,61.763,46.92,158,12003,121,74.733,0.992,121.092,0.735,61.763,0.535,0.53,,
grik1,CompScore*,1.0,NEF,,56.81,86.27,56.81,101,6651,67,57.801,0.998,407.479,0.785,86.27,0.699,0.684,,
hdac2,CompScore*,1.0,NEF,,42.19,74.441,42.19,185,10485,105,78.163,0.994,162.157,0.71,74.441,0.555,0.533,,
hdac8,CompScore*,1.0,NEF,,63.06,100.944,63.06,170,10620,107,108.01,1.0,inf,0.818,100.0,0.799,0.777,,
hivint,CompScore*,1.0,NEF,,16.99,25.17,16.99,100,6750,68,17.116,0.957,22.369,0.582,25.17,0.198,0.194,,
hivpr,CompScore*,1.0,NEF,,18.2,26.884,18.2,536,36286,363,97.59,0.961,24.524,0.587,26.884,0.212,0.208,,
hivrt,CompScore*,1.0,NEF,,21.77,38.266,21.77,338,19229,193,73.854,0.972,34.645,0.606,38.266,0.28,0.269,,
hmdh,CompScore*,1.0,NEF,,46.45,88.526,46.45,170,8920,90,79.673,0.997,397.106,0.734,88.526,0.64,0.608,,
hs90a,CompScore*,1.0,NEF,,47.44,84.543,47.44,88,4938,50,42.271,0.997,301.441,0.739,84.543,0.633,0.608,,
hxk4,CompScore*,1.0,NEF,,36.77,70.593,36.77,92,4792,48,33.885,0.992,122.64,0.683,70.593,0.503,0.477,,
igf1r,CompScore*,1.0,NEF,,32.14,50.346,32.14,148,9448,95,47.829,0.985,63.714,0.659,50.346,0.396,0.386,,
inha,CompScore*,1.0,NEF,,42.05,77.172,42.05,43,2343,24,18.521,0.995,180.826,0.714,77.172,0.571,0.547,,
ital,CompScore*,1.0,NEF,,24.63,39.349,24.63,138,8638,87,34.233,0.976,39.96,0.621,39.349,0.304,0.296,,
jak2,CompScore*,1.0,NEF,,47.35,76.683,47.35,107,6607,67,51.378,0.995,199.783,0.739,76.683,0.602,0.585,,
kif11,CompScore*,1.0,NEF,,51.34,85.493,51.34,116,6966,70,59.845,0.997,348.004,0.757,85.493,0.66,0.639,,
kit,CompScore*,1.0,NEF,,23.43,36.637,23.43,166,10616,107,39.202,0.973,36.399,0.615,36.637,0.285,0.278,,
kith,CompScore*,1.0,NEF,,50.91,99.824,50.91,57,2907,30,29.947,1.0,28283.333,0.763,99.824,0.721,0.684,,
kpcb,CompScore*,1.0,NEF,,47.24,72.183,47.24,135,8835,89,64.243,0.994,167.231,0.737,72.183,0.581,0.568,,
lck,CompScore*,1.0,NEF,,36.99,55.844,36.99,420,27820,279,155.805,0.988,82.506,0.683,55.844,0.448,0.439,,
lkha4,CompScore*,1.0,NEF,,28.43,50.53,28.43,171,9621,97,49.014,0.983,56.448,0.641,50.53,0.372,0.358,,
mapk2,CompScore*,1.0,NEF,,61.13,98.77,61.13,101,6251,63,62.225,1.0,4890.718,0.808,98.77,0.778,0.756,,
mcr,CompScore*,1.0,NEF,,34.54,61.914,34.54,94,5244,53,32.814,0.989,89.063,0.673,61.914,0.458,0.439,,
met,CompScore*,1.0,NEF,,43.27,62.919,43.27,166,11416,115,72.357,0.991,114.993,0.716,62.919,0.518,0.509,,
mk01,CompScore*,1.0,NEF,,32.62,55.67,32.62,79,4629,47,26.165,0.986,72.329,0.663,55.67,0.422,0.408,,
mk10,CompScore*,1.0,NEF,,36.42,56.499,36.42,104,6704,68,38.419,0.988,82.423,0.682,56.499,0.45,0.44,,
mk14,CompScore*,1.0,NEF,,23.87,37.874,23.87,578,36428,365,138.241,0.974,37.812,0.616,37.874,0.292,0.284,,
mmp13,CompScore*,1.0,NEF,,38.29,57.984,38.29,572,37772,378,219.181,0.989,89.753,0.689,57.984,0.465,0.455,,
mp2k1,CompScore*,1.0,NEF,,23.27,34.043,23.27,121,8271,83,28.255,0.972,34.764,0.613,34.043,0.273,0.268,,
nos1,CompScore*,1.0,NEF,,44.44,54.528,44.44,100,8150,82,44.713,0.99,96.53,0.721,54.528,0.488,0.486,,
nram,CompScore*,1.0,NEF,,64.07,99.696,64.07,98,6298,63,62.809,1.0,20754.127,0.82,99.696,0.797,0.778,,
pa2ga,CompScore*,1.0,NEF,,40.93,77.197,40.93,99,5249,53,40.914,0.994,176.108,0.705,77.197,0.559,0.532,,
parp1,CompScore*,1.0,NEF,,58.26,96.852,58.26,508,30558,306,296.368,0.999,1820.019,0.792,96.852,0.749,0.725,,
pde5a,CompScore*,1.0,NEF,,34.09,48.547,34.09,398,27948,280,135.931,0.985,65.311,0.668,48.547,0.4,0.394,,
pgh1,CompScore*,1.0,NEF,,20.1,35.648,20.1,195,10995,110,39.213,0.968,30.681,0.597,35.648,0.258,0.248,,
pgh2,CompScore*,1.0,NEF,,32.26,59.5,32.26,435,23585,236,140.42,0.987,78.185,0.659,59.5,0.431,0.411,,
plk1,CompScore*,1.0,NEF,,42.29,65.514,42.29,107,6907,70,45.86,0.992,120.729,0.713,65.514,0.524,0.512,,
pnph,CompScore*,1.0,NEF,,65.13,95.114,65.13,103,7053,71,67.531,0.999,1313.524,0.828,95.114,0.787,0.774,,
ppara,CompScore*,1.0,NEF,,19.6,36.976,19.6,373,19772,198,73.212,0.968,30.512,0.595,36.976,0.259,0.247,,
ppard,CompScore*,1.0,NEF,,23.22,44.618,23.22,240,12490,125,55.773,0.976,41.121,0.613,44.618,0.313,0.296,,
pparg,CompScore*,1.0,NEF,,22.39,42.029,22.39,484,25784,258,108.435,0.974,37.898,0.609,42.029,0.297,0.283,,
prgr,CompScore*,1.0,NEF,,45.33,83.307,45.33,293,15943,160,133.292,0.996,266.566,0.727,83.307,0.611,0.583,,
ptn1,CompScore*,1.0,NEF,,38.85,68.435,38.85,130,7380,74,50.642,0.992,120.911,0.693,68.435,0.51,0.49,,
pur2,CompScore*,1.0,NEF,,54.66,99.382,54.66,50,2750,28,27.827,1.0,8681.294,0.778,99.382,0.741,0.71,,
pygm,CompScore*,1.0,NEF,,16.49,31.53,16.49,77,4027,41,12.927,0.959,23.623,0.58,31.53,0.219,0.209,,
pyrd,CompScore*,1.0,NEF,,50.55,85.521,50.55,111,6561,66,56.444,0.997,343.226,0.754,85.521,0.655,0.633,,
reni,CompScore*,1.0,NEF,,41.99,61.837,41.99,104,7062,71,43.905,0.991,108.409,0.709,61.837,0.505,0.496,,
rock1,CompScore*,1.0,NEF,,40.83,63.797,40.83,100,6400,64,40.83,0.991,111.018,0.702,63.797,0.504,0.492,,
rxra,CompScore*,1.0,NEF,,53.25,98.514,53.25,131,7081,71,69.945,1.0,3516.271,0.767,98.514,0.722,0.688,,
sahh,CompScore*,1.0,NEF,,48.02,86.116,48.02,63,3513,36,31.002,0.997,339.667,0.745,86.116,0.647,0.621,,
src,CompScore*,1.0,NEF,,32.67,48.878,32.67,524,35024,351,171.562,0.984,62.95,0.661,48.878,0.393,0.385,,
tgfr1,CompScore*,1.0,NEF,,56.76,87.444,56.76,133,8633,87,76.077,0.998,445.107,0.785,87.444,0.704,0.688,,
thb,CompScore*,1.0,NEF,,53.38,72.794,53.38,103,7553,76,55.324,0.995,193.532,0.767,72.794,0.621,0.614,,
thrb,CompScore*,1.0,NEF,,45.92,77.077,45.92,461,27465,275,211.961,0.995,196.958,0.729,77.077,0.59,0.571,,
try1,CompScore*,1.0,NEF,,58.34,99.113,58.34,449,26429,265,262.65,1.0,6467.838,0.792,99.113,0.759,0.732,,
tryb1,CompScore*,1.0,NEF,,43.68,82.901,43.68,148,7798,78,64.663,0.996,250.609,0.718,82.901,0.597,0.567,,
tysy,CompScore*,1.0,NEF,,35.39,56.24,35.39,109,6859,69,38.806,0.988,79.588,0.676,56.24,0.441,0.429,,
urok,CompScore*,1.0,NEF,,60.94,98.604,60.94,162,10012,101,99.591,1.0,4296.157,0.807,98.604,0.776,0.754,,
vgfr2,CompScore*,1.0,NEF,,26.78,43.192,26.78,409,25359,254,109.707,0.979,46.381,0.631,43.192,0.332,0.323,,
wee1,CompScore*,1.0,NEF,,61.16,99.781,61.16,102,6252,63,62.862,1.0,27495.175,0.808,99.781,0.782,0.759,,
xiap,CompScore*,1.0,NEF,,52.3,99.619,52.3,100,5250,53,52.798,1.0,13467.25,0.764,99.619,0.722,0.686,,
ada,ESSENCE-DOCK*†(21/102),1.0,NEF,,11.9,19.966,11.9,93,5543,56,11.181,0.936,14.619,0.556,19.966,0.144,0.139,,
akt1,ESSENCE-DOCK*†(21/102),1.0,NEF,,2.7,4.725,2.7,293,16743,168,7.938,0.736,2.784,0.509,4.725,0.023,0.022,,
ampc,ESSENCE-DOCK*†(21/102),1.0,NEF,,2.1,3.478,2.1,48,2898,29,1.009,0.681,2.14,0.506,3.478,0.014,0.014,,
casp3,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.5,17.346,9.5,199,10899,109,18.907,0.919,11.284,0.543,17.346,0.117,0.111,,
cp3a4,ESSENCE-DOCK*†(21/102),1.0,NEF,,1.8,2.556,1.8,170,11970,120,3.068,0.646,1.821,0.504,2.556,0.01,0.01,,
cxcr4,ESSENCE-DOCK*†(21/102),1.0,NEF,,0.0,0.0,0.0,40,3446,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,,
fa7,ESSENCE-DOCK*†(21/102),1.0,NEF,,17.4,31.169,17.4,114,6364,64,19.948,0.961,24.826,0.584,31.169,0.223,0.214,,
fabp4,ESSENCE-DOCK*†(21/102),1.0,NEF,,10.6,17.812,10.6,47,2797,28,4.987,0.927,12.681,0.549,17.812,0.126,0.122,,
fpps,ESSENCE-DOCK*†(21/102),1.0,NEF,,20.1,19.121,20.1,85,8935,90,17.209,0.961,24.616,0.597,20.246,0.189,0.189,,
gcr,ESSENCE-DOCK*†(21/102),1.0,NEF,,13.9,23.504,13.9,258,15258,153,35.961,0.947,17.864,0.566,23.504,0.17,0.164,,
glcm,ESSENCE-DOCK*†(21/102),1.0,NEF,,5.5,7.706,5.5,54,3854,39,3.005,0.855,5.876,0.523,7.706,0.054,0.054,,
hivpr,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.7,14.328,9.7,536,36286,363,52.012,0.918,11.155,0.544,14.328,0.107,0.105,,
hivrt,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.9,15.644,8.9,338,19229,193,30.193,0.912,10.365,0.54,15.644,0.106,0.102,,
hs90a,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.0,14.257,8.0,88,4938,50,7.128,0.902,9.164,0.536,14.257,0.095,0.092,,
ital,ESSENCE-DOCK*†(21/102),1.0,NEF,,9.5,15.177,9.5,138,8638,87,13.204,0.917,11.021,0.544,15.177,0.109,0.106,,
kif11,ESSENCE-DOCK*†(21/102),1.0,NEF,,24.0,39.966,24.0,116,6966,70,27.976,0.975,39.311,0.618,39.966,0.302,0.292,,
mk14,ESSENCE-DOCK*†(21/102),1.0,NEF,,5.4,8.568,5.4,578,36428,365,31.274,0.853,5.812,0.522,8.568,0.056,0.055,,
nram,ESSENCE-DOCK*†(21/102),1.0,NEF,,17.3,26.92,17.3,98,6298,63,16.959,0.959,23.304,0.583,26.92,0.206,0.201,,
pa2ga,ESSENCE-DOCK*†(21/102),1.0,NEF,,25.5,48.095,25.5,99,5249,53,25.49,0.98,48.202,0.626,48.095,0.343,0.327,,
try1,ESSENCE-DOCK*†(21/102),1.0,NEF,,8.2,13.931,8.2,449,26429,265,36.917,0.904,9.365,0.537,13.931,0.095,0.092,,
wee1,ESSENCE-DOCK*†(21/102),1.0,NEF,,53.5,87.284,53.5,102,6252,63,54.989,0.998,413.868,0.769,87.284,0.682,0.662,,
aa2ar,SIEVE-Score‡,1.0,NEF,,51.0,76.742,51.0,482,32032,321,246.342,0.995,215.98,0.754,76.742,0.622,0.609,,
abl1,SIEVE-Score‡,1.0,NEF,,34.4,57.27,34.4,182,10932,110,62.997,0.988,79.166,0.671,57.27,0.438,0.424,,
ace,SIEVE-Score‡,1.0,NEF,,30.3,49.73,30.3,282,17182,172,85.536,0.983,59.285,0.649,49.73,0.381,0.369,,
aces,SIEVE-Score‡,1.0,NEF,,35.3,59.884,35.3,453,26703,268,160.49,0.989,86.503,0.675,59.884,0.454,0.438,,
ada,SIEVE-Score‡,1.0,NEF,,55.2,92.614,55.2,93,5543,56,51.864,0.999,734.831,0.778,92.614,0.715,0.692,,
ada17,SIEVE-Score‡,1.0,NEF,,59.3,86.593,59.3,532,36432,365,316.065,0.998,435.851,0.796,86.593,0.714,0.701,,
adrb1,SIEVE-Score‡,1.0,NEF,,42.1,64.6,42.1,247,16097,161,104.006,0.992,117.102,0.709,64.6,0.516,0.504,,
adrb2,SIEVE-Score‡,1.0,NEF,,42.4,64.306,42.4,231,15231,153,98.388,0.992,116.985,0.711,64.306,0.518,0.506,,
akt1,SIEVE-Score‡,1.0,NEF,,42.1,73.674,42.1,293,16743,168,123.773,0.994,157.122,0.71,73.674,0.552,0.531,,
akt2,SIEVE-Score‡,1.0,NEF,,49.0,81.702,49.0,117,7017,71,58.008,0.996,263.318,0.747,81.702,0.632,0.612,,
aldr,SIEVE-Score‡,1.0,NEF,,28.2,48.955,28.2,159,9159,92,45.039,0.982,54.286,0.639,48.955,0.364,0.351,,
ampc,SIEVE-Score‡,1.0,NEF,,30.7,50.849,30.7,48,2898,29,14.746,0.984,61.426,0.651,50.849,0.388,0.375,,
andr,SIEVE-Score‡,1.0,NEF,,40.5,74.523,40.5,269,14619,147,109.549,0.994,156.041,0.702,74.523,0.545,0.52,,
aofb,SIEVE-Score‡,1.0,NEF,,14.2,24.671,14.2,122,7022,71,17.516,0.949,18.523,0.568,24.671,0.177,0.171,,
bace1,SIEVE-Score‡,1.0,NEF,,36.6,56.344,36.6,283,18383,184,103.674,0.988,82.547,0.681,56.344,0.448,0.437,,
braf,SIEVE-Score‡,1.0,NEF,,47.0,70.719,47.0,152,10102,102,72.133,0.994,158.097,0.736,70.719,0.574,0.563,,
cah2,SIEVE-Score‡,1.0,NEF,,23.2,36.049,23.2,492,31664,317,114.274,0.973,35.714,0.613,36.049,0.28,0.274,,
casp3,SIEVE-Score‡,1.0,NEF,,45.6,83.259,45.6,199,10899,109,90.752,0.996,267.412,0.727,83.259,0.611,0.584,,
cdk2,SIEVE-Score‡,1.0,NEF,,34.8,58.238,34.8,474,28324,284,165.395,0.988,81.934,0.672,58.238,0.444,0.429,,
comt,SIEVE-Score‡,1.0,NEF,,75.5,79.555,75.5,41,3891,39,31.027,0.997,365.399,0.877,79.555,0.774,0.773,,
cp2c9,SIEVE-Score‡,1.0,NEF,,9.3,14.742,9.3,120,7570,76,11.204,0.915,10.735,0.542,14.742,0.106,0.103,,
cp3a4,SIEVE-Score‡,1.0,NEF,,6.7,9.515,6.7,170,11970,120,11.419,0.88,7.299,0.529,9.515,0.069,0.068,,
csf1r,SIEVE-Score‡,1.0,NEF,,43.2,58.227,43.2,166,12316,124,72.201,0.99,102.021,0.715,58.227,0.497,0.492,,
cxcr4,SIEVE-Score‡,1.0,NEF,,61.1,70.923,61.1,40,3446,35,24.823,0.995,207.691,0.809,70.923,0.66,0.658,,
def,SIEVE-Score‡,1.0,NEF,,56.6,99.504,56.6,102,5802,59,58.707,1.0,11202.083,0.788,99.504,0.754,0.726,,
dhi1,SIEVE-Score‡,1.0,NEF,,27.7,46.448,27.7,330,19680,197,91.503,0.981,50.858,0.636,46.448,0.351,0.339,,
dpp4,SIEVE-Score‡,1.0,NEF,,61.5,79.019,61.5,533,41483,415,327.929,0.997,289.358,0.807,79.019,0.694,0.688,,
drd3,SIEVE-Score‡,1.0,NEF,,50.8,70.617,50.8,480,34530,346,244.334,0.994,170.485,0.753,70.617,0.595,0.587,,
dyr,SIEVE-Score‡,1.0,NEF,,56.4,74.743,56.4,231,17431,175,130.8,0.995,220.343,0.782,74.743,0.647,0.64,,
egfr,SIEVE-Score‡,1.0,NEF,,44.7,68.07,44.7,542,35592,356,242.328,0.993,137.861,0.722,68.07,0.546,0.534,,
esr1,SIEVE-Score‡,1.0,NEF,,53.2,96.713,53.2,383,21068,211,204.065,0.999,1589.315,0.766,96.713,0.714,0.683,,
esr2,SIEVE-Score‡,1.0,NEF,,53.3,95.114,53.3,367,20566,206,195.934,0.999,1071.357,0.767,95.114,0.709,0.68,,
fa10,SIEVE-Score‡,1.0,NEF,,37.8,70.33,37.8,537,28862,289,203.253,0.992,125.03,0.688,70.33,0.51,0.485,,
fa7,SIEVE-Score‡,1.0,NEF,,54.5,97.627,54.5,114,6364,64,62.481,1.0,2255.795,0.774,97.627,0.728,0.698,,
fabp4,SIEVE-Score‡,1.0,NEF,,47.3,79.482,47.3,47,2797,28,22.255,0.996,226.651,0.736,79.482,0.609,0.588,,
fak1,SIEVE-Score‡,1.0,NEF,,54.2,99.45,54.2,100,5450,55,54.697,1.0,9665.667,0.773,99.45,0.734,0.702,,
fgfr1,SIEVE-Score‡,1.0,NEF,,0.0,0.0,0.0,139,8839,89,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,,
fkb1a,SIEVE-Score‡,1.0,NEF,,50.4,94.644,50.4,111,5911,60,56.786,0.999,923.31,0.756,94.644,0.692,0.66,,
fnta,SIEVE-Score‡,1.0,NEF,,44.3,50.345,44.3,592,52092,521,262.296,0.989,88.201,0.719,50.345,0.467,0.466,,
fpps,SIEVE-Score‡,1.0,NEF,,81.0,77.057,81.0,85,8935,90,69.351,0.997,349.683,0.907,81.589,0.791,0.791,,
gcr,SIEVE-Score‡,1.0,NEF,,33.3,56.308,33.3,258,15258,153,86.15,0.987,74.926,0.665,56.308,0.426,0.412,,
glcm,SIEVE-Score‡,1.0,NEF,,35.9,50.301,35.9,54,3854,39,19.617,0.986,71.223,0.679,50.301,0.421,0.415,,
gria2,SIEVE-Score‡,1.0,NEF,,56.6,74.505,56.6,158,12003,121,90.151,0.995,219.079,0.784,74.505,0.648,0.642,,
grik1,SIEVE-Score‡,1.0,NEF,,63.2,95.974,63.2,101,6651,67,64.302,0.999,1545.78,0.818,95.974,0.779,0.763,,
hdac2,SIEVE-Score‡,1.0,NEF,,49.9,88.045,49.9,185,10485,105,92.447,0.998,410.028,0.749,88.045,0.659,0.633,,
hdac8,SIEVE-Score‡,1.0,NEF,,59.6,95.405,59.6,170,10620,107,102.083,0.999,1276.27,0.8,95.405,0.754,0.734,,
hivint,SIEVE-Score‡,1.0,NEF,,23.8,35.259,23.8,100,6750,68,23.976,0.973,36.217,0.617,35.259,0.282,0.277,,
hivpr,SIEVE-Score‡,1.0,NEF,,38.3,56.575,38.3,536,36286,363,205.367,0.989,86.895,0.689,56.575,0.459,0.45,,
hivrt,SIEVE-Score‡,1.0,NEF,,39.8,69.959,39.8,338,19229,193,135.021,0.992,130.156,0.698,69.959,0.523,0.502,,
hmdh,SIEVE-Score‡,1.0,NEF,,52.3,99.675,52.3,170,8920,90,89.707,1.0,15780.172,0.764,99.675,0.722,0.686,,
hs90a,SIEVE-Score‡,1.0,NEF,,38.0,67.72,38.0,88,4938,50,33.86,0.991,115.621,0.691,67.72,0.504,0.484,,
hxk4,SIEVE-Score‡,1.0,NEF,,36.7,70.459,36.7,92,4792,48,33.82,0.992,121.849,0.682,70.459,0.502,0.476,,
igf1r,SIEVE-Score‡,1.0,NEF,,41.0,64.225,41.0,148,9448,95,61.014,0.991,112.811,0.704,64.225,0.509,0.496,,
inha,SIEVE-Score‡,1.0,NEF,,6.8,12.48,6.8,43,2343,24,2.995,0.884,7.627,0.53,12.48,0.081,0.077,,
ital,SIEVE-Score‡,1.0,NEF,,25.3,40.419,25.3,138,8638,87,35.165,0.977,41.785,0.624,40.419,0.312,0.304,,
jak2,SIEVE-Score‡,1.0,NEF,,45.3,73.363,45.3,107,6607,67,49.153,0.994,167.311,0.728,73.363,0.575,0.559,,
kif11,SIEVE-Score‡,1.0,NEF,,53.4,88.923,53.4,116,6966,70,62.246,0.998,474.067,0.768,88.923,0.687,0.665,,
kit,SIEVE-Score‡,1.0,NEF,,24.2,37.841,24.2,166,10616,107,40.49,0.975,38.324,0.619,37.841,0.295,0.288,,
kith,SIEVE-Score‡,1.0,NEF,,49.8,97.647,49.8,57,2907,30,29.294,1.0,2075.0,0.757,97.647,0.705,0.669,,
